iso_alpha3,year,hisi_score,cluster_raw,cluster_label
CSS,2020,29.34274283092952,1,The Adapters
CSS,2021,30.138139179003254,1,The Adapters
CSS,2022,27.836661309135753,1,The Adapters
CSS,2023,30.803937198987008,1,The Adapters
CSS,2024,31.6793130420034,1,The Adapters
CSS,2025,31.67677122597052,1,The Adapters
CUB,2000,39.24161753386526,2,The Falls
CUB,2001,34.583306851949594,2,The Falls
CUB,2002,46.31945286618379,2,The Falls
CUB,2003,38.18953074609717,2,The Falls
CUB,2004,42.600313897066485,0,The Wins
CUB,2005,44.29157120828048,0,The Wins
CUB,2006,43.633422542045594,2,The Falls
CUB,2007,41.438246346789285,0,The Wins
CUB,2008,51.73704375938425,0,The Wins
CUB,2009,50.5416237684721,0,The Wins
CUB,2010,49.67072221332977,0,The Wins
CUB,2011,52.58695483070679,0,The Wins
CUB,2012,43.25683601812556,0,The Wins
CUB,2013,40.393717422754044,0,The Wins
CUB,2014,46.792226475642124,0,The Wins
CUB,2015,53.20052584521658,0,The Wins
CUB,2016,47.323602080870174,0,The Wins
CUB,2017,41.78784202723158,0,The Wins
CUB,2018,44.614626444626055,0,The Wins
CUB,2019,43.87008635508005,0,The Wins
CUB,2020,51.136164815243745,0,The Wins
CUB,2021,50.57815064121578,0,The Wins
CUB,2022,46.48164744594522,0,The Wins
CUB,2023,45.13119948533115,0,The Wins
CUB,2024,46.97006347707581,0,The Wins
CUB,2025,46.679958039891275,0,The Wins
CUW,2000,57.15810452015787,1,The Adapters
CUW,2001,56.26790362749532,1,The Adapters
CUW,2002,42.82250281675683,1,The Adapters
CUW,2003,46.66775180712451,1,The Adapters
CUW,2004,52.089098215463245,1,The Adapters
CUW,2005,48.398629283147486,1,The Adapters
CUW,2006,43.25653708275195,1,The Adapters
CUW,2007,52.8160332603658,1,The Adapters
CUW,2008,55.71446535014633,1,The Adapters
CUW,2009,51.929171221299164,1,The Adapters
CUW,2010,47.95361323320016,1,The Adapters
CUW,2011,55.714465350146305,1,The Adapters
CUW,2012,52.58786677792602,1,The Adapters
CUW,2013,54.290028561535074,1,The Adapters
CUW,2014,53.924585737819285,1,The Adapters
CUW,2015,50.591196199944086,1,The Adapters
CUW,2016,44.11551716917627,1,The Adapters
CUW,2017,41.63236038684312,1,The Adapters
CUW,2018,37.47672350136203,1,The Adapters
CUW,2019,50.22278154100561,1,The Adapters
CUW,2020,44.93966408640263,1,The Adapters
CUW,2021,48.606432038867744,1,The Adapters
CUW,2022,53.83049899886896,1,The Adapters
CUW,2023,47.77190096250452,1,The Adapters
CUW,2024,53.60907872693561,1,The Adapters
CYM,2006,59.63021820787582,0,The Wins
CYM,2007,42.869565086798644,1,The Adapters
CYM,2008,42.59349157015633,1,The Adapters
CYM,2009,41.081397529697675,1,The Adapters
CYM,2010,41.61492861435416,1,The Adapters
CYM,2011,47.16408751247778,1,The Adapters
CYM,2012,47.03597584168329,1,The Adapters
CYM,2013,47.03597584168329,1,The Adapters
CYM,2014,46.2453188925382,1,The Adapters
CYM,2015,43.76358732992232,1,The Adapters
CYM,2016,39.26073248456778,1,The Adapters
CYM,2017,43.20017995713991,1,The Adapters
CYM,2018,39.73366498081852,1,The Adapters
CYM,2019,42.19392406612448,1,The Adapters
CYM,2020,53.37084706538416,1,The Adapters
CYM,2021,43.70235370016892,1,The Adapters
CYM,2022,47.96540307036457,0,The Wins
CYM,2023,55.67616420234373,1,The Adapters
CYP,2000,29.977960724637263,1,The Adapters
CYP,2001,62.47451437305922,1,The Adapters
CYP,2002,63.240408362227285,1,The Adapters
CYP,2003,64.04049039821972,1,The Adapters
CYP,2004,63.226178727475926,1,The Adapters
CYP,2005,65.8015625726055,1,The Adapters
CYP,2006,61.76214408957053,1,The Adapters
CYP,2007,61.268218846330434,1,The Adapters
CYP,2008,64.35841132740751,1,The Adapters
CYP,2009,66.41622747548173,1,The Adapters
CYP,2010,65.93168479440757,1,The Adapters
CYP,2011,64.41047846172783,1,The Adapters
CYP,2012,59.11681882257517,1,The Adapters
CYP,2013,52.60224657089029,1,The Adapters
CYP,2014,52.683633399485075,1,The Adapters
CYP,2015,52.27701976195929,1,The Adapters
CYP,2016,52.013926213740866,1,The Adapters
CYP,2017,54.14579163719899,1,The Adapters
CYP,2018,52.91797220751736,1,The Adapters
CYP,2019,58.25317049659743,1,The Adapters
CYP,2020,63.43952224365298,1,The Adapters
CYP,2021,60.0132943369261,1,The Adapters
CYP,2022,57.56370147393971,1,The Adapters
CYP,2023,56.921408877418585,1,The Adapters
CYP,2024,57.30186304451876,1,The Adapters
CYP,2025,58.275226762505106,1,The Adapters
CZE,2000,53.61643754484956,1,The Adapters
CZE,2001,73.89707277544727,1,The Adapters
CZE,2002,73.99163963097433,1,The Adapters
CZE,2003,74.32626148107043,1,The Adapters
CZE,2004,70.99180927740348,1,The Adapters
CZE,2005,71.5830569499569,1,The Adapters
CZE,2006,71.5458231628824,1,The Adapters
CZE,2007,73.23400861024159,1,The Adapters
CZE,2008,73.71994882750751,1,The Adapters
CZE,2009,75.86716856762793,1,The Adapters
CZE,2010,75.08935485424574,1,The Adapters
CZE,2011,74.58572668571146,1,The Adapters
CZE,2012,77.42298260693468,0,The Wins
CZE,2013,73.86571851218565,0,The Wins
CZE,2014,74.94043671782691,0,The Wins
CZE,2015,73.74314116196629,0,The Wins
CZE,2016,76.21755104207101,1,The Adapters
CZE,2017,79.10817822988527,0,The Wins
CZE,2018,81.28546651585954,0,The Wins
CZE,2019,81.07886645809268,0,The Wins
CZE,2020,81.53263157841775,0,The Wins
CZE,2021,79.58439998631782,0,The Wins
CZE,2022,76.56169319738098,0,The Wins
CZE,2023,77.22825113791357,0,The Wins
CZE,2024,76.83102776018144,0,The Wins
CZE,2025,77.9112287067919,0,The Wins
DEU,2000,50.45396154744657,0,The Wins
DEU,2001,82.7300827588686,0,The Wins
DEU,2002,82.43330938149033,0,The Wins
DEU,2003,82.27697150140057,0,The Wins
DEU,2004,80.65822524366449,0,The Wins
DEU,2005,75.60068675570565,0,The Wins
DEU,2006,74.25275241983782,0,The Wins
DEU,2007,71.56088518302329,0,The Wins
DEU,2008,73.48619319331348,0,The Wins
DEU,2009,78.69653766256461,0,The Wins
DEU,2010,77.31263064807068,0,The Wins
DEU,2011,75.79048378033713,0,The Wins
DEU,2012,75.69028358416406,0,The Wins
DEU,2013,74.82901899332789,0,The Wins
DEU,2014,75.97415258215499,0,The Wins
DEU,2015,74.73837391301007,0,The Wins
DEU,2016,74.60061100270093,0,The Wins
DEU,2017,74.84337512509994,0,The Wins
DEU,2018,74.16142853831063,0,The Wins
DEU,2019,74.36574052170975,0,The Wins
DEU,2020,75.86055162385512,0,The Wins
DEU,2021,71.97527529858212,0,The Wins
DEU,2022,69.86025170748161,0,The Wins
DEU,2023,68.98520333698382,0,The Wins
DEU,2024,71.03227186029028,0,The Wins
DEU,2025,72.22386462638356,0,The Wins
DJI,2000,38.15836287153032,1,The Adapters
DJI,2001,38.21322055588586,1,The Adapters
DJI,2002,39.16550924637752,1,The Adapters
DJI,2003,40.105515913887295,1,The Adapters
DJI,2004,39.55977019016536,1,The Adapters
DJI,2005,38.77217432862479,1,The Adapters
DJI,2006,47.87644448080517,1,The Adapters
DJI,2007,48.59349310611529,1,The Adapters
DJI,2008,44.84269295276025,1,The Adapters
DJI,2009,34.878658083004005,1,The Adapters
DJI,2010,30.94152494460303,1,The Adapters
DJI,2011,30.503392915708048,1,The Adapters
DJI,2012,32.36488225975185,1,The Adapters
DJI,2013,31.355669312100243,1,The Adapters
DJI,2014,29.492979195611703,1,The Adapters
DJI,2015,30.58800534040144,1,The Adapters
DJI,2016,29.947854211990915,1,The Adapters
DJI,2017,30.8042978604915,1,The Adapters
DJI,2018,30.525228168281515,1,The Adapters
DJI,2019,30.410944018798126,1,The Adapters
DJI,2020,31.062148802261802,1,The Adapters
DJI,2021,34.603182381619455,1,The Adapters
DJI,2022,38.955171309860155,1,The Adapters
DJI,2023,37.548935011443135,1,The Adapters
DJI,2024,39.647632856717266,1,The Adapters
DJI,2025,39.860525215427174,1,The Adapters
DMA,2000,45.23389565857678,2,The Falls
DMA,2001,32.55402279440156,1,The Adapters
DMA,2002,34.83645192279345,2,The Falls
DMA,2003,38.459473887015314,2,The Falls
DMA,2004,42.79376936747009,2,The Falls
DMA,2005,43.04920476652697,2,The Falls
DMA,2006,41.511385989667815,2,The Falls
DMA,2007,39.949380515558964,1,The Adapters
DMA,2008,36.79868845251292,2,The Falls
DMA,2009,43.685175169247955,2,The Falls
DMA,2010,41.691628604393074,2,The Falls
DMA,2011,41.448135304335395,1,The Adapters
DMA,2012,38.537928674329784,2,The Falls
DMA,2013,40.20052517990006,2,The Falls
DMA,2014,43.34414303246147,2,The Falls
DMA,2015,34.70991722784796,2,The Falls
DMA,2016,44.159355397095815,1,The Adapters
DMA,2017,44.12103171414194,1,The Adapters
DMA,2018,42.026738183310364,1,The Adapters
DMA,2019,42.54649241035417,1,The Adapters
DMA,2020,43.167356315371045,2,The Falls
DMA,2021,41.58478759069775,1,The Adapters
DMA,2022,41.23367395180885,1,The Adapters
DMA,2023,39.507973710836566,1,The Adapters
DMA,2024,40.918489702263614,1,The Adapters
DNK,2000,70.38314916677079,0,The Wins
DNK,2001,100.0,0,The Wins
DNK,2002,99.70876345271785,0,The Wins
DNK,2003,92.67953900491051,0,The Wins
DNK,2004,95.01284936988344,0,The Wins
DNK,2005,91.69605035895532,0,The Wins
DNK,2006,89.51106177224966,0,The Wins
DNK,2007,88.90925783866318,0,The Wins
DNK,2008,92.50010805277714,0,The Wins
DNK,2009,92.31547283399797,0,The Wins
DNK,2010,86.13743921475665,0,The Wins
DNK,2011,86.41373946048708,0,The Wins
DNK,2012,82.67411020203993,0,The Wins
DNK,2013,80.28444397963793,0,The Wins
DNK,2014,79.08586825251234,0,The Wins
DNK,2015,79.10652095721437,0,The Wins
DNK,2016,78.15945751424056,0,The Wins
DNK,2017,75.13567279032664,0,The Wins
DNK,2018,76.42285895060729,0,The Wins
DNK,2019,79.29594285389445,0,The Wins
DNK,2020,80.64252203495246,0,The Wins
DNK,2021,76.66764114426529,0,The Wins
DNK,2022,69.10541776445035,0,The Wins
DNK,2023,70.80959980355378,0,The Wins
DNK,2024,70.07921141937001,0,The Wins
DNK,2025,69.84349450141045,0,The Wins
DOM,2000,22.925837267504924,2,The Falls
DOM,2001,26.671593533662293,2,The Falls
DOM,2002,27.308689366710944,2,The Falls
DOM,2003,25.193978709562025,2,The Falls
DOM,2004,25.1729675335892,2,The Falls
DOM,2005,29.67276010385737,2,The Falls
DOM,2006,29.250814973799883,2,The Falls
DOM,2007,32.118134663570174,1,The Adapters
DOM,2008,35.04385888924092,1,The Adapters
DOM,2009,36.92735127109008,1,The Adapters
DOM,2010,37.12107108351631,1,The Adapters
DOM,2011,36.59878084456246,1,The Adapters
DOM,2012,34.57187850840268,1,The Adapters
DOM,2013,36.147425519083,1,The Adapters
DOM,2014,38.56033737734016,1,The Adapters
DOM,2015,35.5151793721668,1,The Adapters
DOM,2016,33.815907917765784,1,The Adapters
DOM,2017,37.638600630444444,1,The Adapters
DOM,2018,35.17015579099971,1,The Adapters
DOM,2019,37.55232499973035,1,The Adapters
DOM,2020,42.68189945902755,1,The Adapters
DOM,2021,42.41366134305374,2,The Falls
DOM,2022,43.87357000645337,1,The Adapters
DOM,2023,42.29028441630381,1,The Adapters
DOM,2024,41.03067288622307,1,The Adapters
DOM,2025,41.38141320145754,1,The Adapters
DZA,2000,50.7945081111239,2,The Falls
DZA,2001,38.75286455800478,2,The Falls
DZA,2002,36.24918760356875,2,The Falls
DZA,2003,37.12982703656866,2,The Falls
DZA,2004,33.73031518391015,2,The Falls
DZA,2005,22.693171672804915,2,The Falls
DZA,2006,24.50540814223783,2,The Falls
DZA,2007,23.389523944428078,2,The Falls
DZA,2008,33.533787723848526,2,The Falls
DZA,2009,40.56030348908172,2,The Falls
DZA,2010,42.78951694094983,2,The Falls
DZA,2011,47.20161719555416,2,The Falls
DZA,2012,46.06980374211641,2,The Falls
DZA,2013,46.35697537032648,2,The Falls
DZA,2014,45.675847591678604,2,The Falls
DZA,2015,37.821805245567845,2,The Falls
DZA,2016,36.34132904902071,2,The Falls
DZA,2017,38.21288242484897,2,The Falls
DZA,2018,36.006095243207184,2,The Falls
DZA,2019,35.04943990542299,2,The Falls
DZA,2020,41.3031771536183,2,The Falls
DZA,2021,30.556643721325084,2,The Falls
DZA,2022,22.906878168822924,2,The Falls
DZA,2023,26.732730920769853,2,The Falls
DZA,2024,29.62690995928202,2,The Falls
DZA,2025,29.686162103525245,2,The Falls
EAP,2000,33.45289026575119,2,The Falls
EAP,2001,28.5443049990171,2,The Falls
EAP,2002,28.731169564841775,2,The Falls
EAP,2003,30.24795758076508,2,The Falls
EAP,2004,27.234657076046805,1,The Adapters
EAP,2005,26.425377421399066,1,The Adapters
EAP,2006,33.64198233406337,1,The Adapters
EAP,2007,25.938394235487046,1,The Adapters
EAP,2008,29.193132249659744,1,The Adapters
EAP,2009,29.003663255899813,1,The Adapters
EAP,2010,31.300372157207416,1,The Adapters
EAP,2011,30.274813784234304,1,The Adapters
EAP,2012,30.9508901936567,1,The Adapters
EAP,2013,29.029642366265087,1,The Adapters
EAP,2014,31.95555337935429,1,The Adapters
EAP,2015,28.704614377255165,1,The Adapters
EAP,2016,28.95462117760105,1,The Adapters
EAP,2017,27.423464903833427,1,The Adapters
EAP,2018,28.300633800108898,1,The Adapters
EAP,2019,26.084802258538332,1,The Adapters
EAP,2020,27.20777719703207,1,The Adapters
EAP,2021,28.58831234367688,1,The Adapters
EAP,2022,27.889755664418693,1,The Adapters
EAP,2023,28.428153340728702,1,The Adapters
EAP,2024,24.968938023600888,1,The Adapters
EAP,2025,24.91273474636538,1,The Adapters
EAR,2000,33.31771730821502,2,The Falls
EAR,2001,32.660405640727845,2,The Falls
EAR,2002,31.900574403095295,2,The Falls
EAR,2003,33.24164925425761,2,The Falls
EAR,2004,29.40101659462608,2,The Falls
EAR,2005,43.44921144257991,2,The Falls
EAR,2006,38.289007485073526,2,The Falls
EAR,2007,33.391238470940756,2,The Falls
EAR,2008,33.002312690469445,2,The Falls
EAR,2009,30.731504445028516,2,The Falls
EAR,2010,30.968341035993674,2,The Falls
EAR,2011,29.068335043204875,1,The Adapters
EAR,2012,33.855850371531595,1,The Adapters
EAR,2013,31.209357255089277,1,The Adapters
EAR,2014,30.4779042334124,2,The Falls
EAR,2015,30.36744139431479,1,The Adapters
EAR,2016,31.823240735013925,1,The Adapters
EAR,2017,33.522053861898,1,The Adapters
EAR,2018,34.97809419039799,1,The Adapters
EAR,2019,30.751490189136792,1,The Adapters
EAR,2020,27.908917435123666,1,The Adapters
EAR,2021,32.08159941912611,1,The Adapters
EAR,2022,36.309986708739636,1,The Adapters
EAR,2023,29.515412318348726,1,The Adapters
EAR,2024,30.115036693676945,2,The Falls
EAR,2025,30.076253597583037,2,The Falls
EAS,2000,34.92470337800783,1,The Adapters
EAS,2001,37.56882267577772,1,The Adapters
EAS,2002,39.8010569837919,1,The Adapters
EAS,2003,31.32296670170694,1,The Adapters
EAS,2004,33.286359880459656,1,The Adapters
EAS,2005,33.258854105005184,1,The Adapters
EAS,2006,32.70460312308327,1,The Adapters
EAS,2007,30.524216185917048,1,The Adapters
EAS,2008,33.727786846380695,1,The Adapters
EAS,2009,33.183910392286094,1,The Adapters
EAS,2010,31.88646835399152,1,The Adapters
EAS,2011,31.666314937258743,1,The Adapters
EAS,2012,31.516407671223885,1,The Adapters
EAS,2013,31.14353728315792,1,The Adapters
EAS,2014,30.64518676340096,1,The Adapters
EAS,2015,30.709238053274003,1,The Adapters
EAS,2016,30.516563750997243,1,The Adapters
EAS,2017,29.168296781116187,1,The Adapters
EAS,2018,27.954407514581753,1,The Adapters
EAS,2019,28.249347669876034,1,The Adapters
EAS,2020,29.01534775788089,1,The Adapters
EAS,2021,27.732138406595475,1,The Adapters
EAS,2022,27.762729007857466,1,The Adapters
EAS,2023,29.713223092641112,1,The Adapters
EAS,2024,30.420853840778417,1,The Adapters
EAS,2025,30.36829560388112,1,The Adapters
ECA,2000,39.2530999448276,2,The Falls
ECA,2001,28.520418688223725,2,The Falls
ECA,2002,40.15323937409093,2,The Falls
ECA,2003,34.86138930555467,2,The Falls
ECA,2004,37.21386586523567,2,The Falls
ECA,2005,29.186189048826044,2,The Falls
ECA,2006,29.085803121008087,2,The Falls
ECA,2007,24.2232614090685,1,The Adapters
ECA,2008,31.653744540739854,1,The Adapters
ECA,2009,28.935986254711043,1,The Adapters
ECA,2010,30.34576724287551,1,The Adapters
ECA,2011,27.696808115688643,1,The Adapters
ECA,2012,26.188643122202897,1,The Adapters
ECA,2013,30.743104193029225,1,The Adapters
ECA,2014,29.505482355648372,1,The Adapters
ECA,2015,28.70690665306529,1,The Adapters
ECA,2016,23.338469192294255,1,The Adapters
ECA,2017,30.360269829160718,1,The Adapters
ECA,2018,33.06282721205964,1,The Adapters
ECA,2019,30.21426951390182,1,The Adapters
ECA,2020,29.76421983592104,1,The Adapters
ECA,2021,31.94023833618496,1,The Adapters
ECA,2022,31.079031001231407,1,The Adapters
ECA,2023,27.68571520532091,1,The Adapters
ECA,2024,26.802395750345937,1,The Adapters
ECA,2025,26.771714755890375,1,The Adapters
ECS,2000,31.497720461274938,1,The Adapters
ECS,2001,29.266715276853382,1,The Adapters
ECS,2002,31.446424010786828,1,The Adapters
ECS,2003,31.989079714255524,1,The Adapters
ECS,2004,34.51147732871128,1,The Adapters
ECS,2005,28.007094166752715,1,The Adapters
ECS,2006,42.74027614119568,1,The Adapters
ECS,2007,39.14320614184514,1,The Adapters
ECS,2008,44.536086477682026,1,The Adapters
ECS,2009,42.22288474387895,0,The Wins
ECS,2010,41.467783734132816,0,The Wins
ECS,2011,37.553558019290584,0,The Wins
ECS,2012,37.12950205375461,0,The Wins
ECS,2013,35.87721841323987,0,The Wins
ECS,2014,35.76238989619445,0,The Wins
ECS,2015,41.63624053147429,0,The Wins
ECS,2016,49.54540937041992,0,The Wins
ECS,2017,38.3443248832393,0,The Wins
ECS,2018,38.1619384912305,0,The Wins
ECS,2019,39.975499015834345,0,The Wins
ECS,2020,43.749022476281745,0,The Wins
ECS,2021,45.1629931335847,0,The Wins
ECS,2022,42.398266801166194,0,The Wins
ECS,2023,40.988832025787346,0,The Wins
ECS,2024,41.24737876829545,0,The Wins
ECS,2025,41.21972385497882,0,The Wins
ECU,2000,17.38893747202793,1,The Adapters
ECU,2001,25.949241074272656,1,The Adapters
ECU,2002,25.48939745337656,1,The Adapters
ECU,2003,28.097459779394953,1,The Adapters
ECU,2004,33.033419849254656,1,The Adapters
ECU,2005,35.61967506569868,1,The Adapters
ECU,2006,33.064193716773175,2,The Falls
ECU,2007,32.0426945282023,1,The Adapters
ECU,2008,32.65033220511073,1,The Adapters
ECU,2009,39.17113824243994,2,The Falls
ECU,2010,38.3258378733817,2,The Falls
ECU,2011,41.54414080771227,2,The Falls
ECU,2012,43.76498815102566,2,The Falls
ECU,2013,44.36257309989606,2,The Falls
ECU,2014,46.70372414761748,2,The Falls
ECU,2015,47.36505023647554,2,The Falls
ECU,2016,47.848873831403864,2,The Falls
ECU,2017,48.507528918685246,2,The Falls
ECU,2018,49.186736185600914,2,The Falls
ECU,2019,50.26098173281694,2,The Falls
ECU,2020,48.819382202857476,2,The Falls
ECU,2021,48.30564999530978,2,The Falls
ECU,2022,47.49065228413984,2,The Falls
ECU,2023,48.107022691466696,2,The Falls
ECU,2024,47.82817261486947,2,The Falls
ECU,2025,46.35661129245795,2,The Falls
EGY,2000,38.78825492391294,2,The Falls
EGY,2001,44.556349174684016,2,The Falls
EGY,2002,44.3845902777921,2,The Falls
EGY,2003,43.64623775103393,2,The Falls
EGY,2004,43.01588358937829,2,The Falls
EGY,2005,41.03403136932897,2,The Falls
EGY,2006,39.33485957518782,2,The Falls
EGY,2007,38.902221831622214,2,The Falls
EGY,2008,37.57856658570021,2,The Falls
EGY,2009,37.24175325379052,2,The Falls
EGY,2010,38.20336725167828,2,The Falls
EGY,2011,41.21307996283486,2,The Falls
EGY,2012,47.841063882766335,2,The Falls
EGY,2013,51.33421401374694,2,The Falls
EGY,2014,51.987060713593856,1,The Adapters
EGY,2015,46.90008044887171,1,The Adapters
EGY,2016,45.91520384462963,1,The Adapters
EGY,2017,48.7978532012597,1,The Adapters
EGY,2018,47.67102804942785,1,The Adapters
EGY,2019,47.92343127124564,1,The Adapters
EGY,2020,46.84622247945623,1,The Adapters
EGY,2021,51.87532785512838,1,The Adapters
EGY,2022,46.98753579264213,1,The Adapters
EGY,2023,48.98626980264678,1,The Adapters
EGY,2024,49.8267852381239,1,The Adapters
EGY,2025,38.12410809240956,1,The Adapters
EMU,2000,42.516942243040134,0,The Wins
EMU,2001,41.100492362354494,0,The Wins
EMU,2002,39.62833976045228,0,The Wins
EMU,2003,35.47039351496624,0,The Wins
EMU,2004,40.35310725610742,0,The Wins
EMU,2005,44.64766958531907,0,The Wins
EMU,2006,44.172283293397456,0,The Wins
EMU,2007,39.31682709038795,0,The Wins
EMU,2008,42.60866149551777,0,The Wins
EMU,2009,41.347645997438,0,The Wins
EMU,2010,42.257159411596646,0,The Wins
EMU,2011,41.308208564095786,0,The Wins
EMU,2012,38.28212054730879,0,The Wins
EMU,2013,42.21281041482151,0,The Wins
EMU,2014,41.08026362275872,0,The Wins
EMU,2015,41.57131267768266,0,The Wins
EMU,2016,42.29047999351073,0,The Wins
EMU,2017,46.773882506855706,0,The Wins
EMU,2018,39.93062198707468,0,The Wins
EMU,2019,39.943004263922724,0,The Wins
EMU,2020,40.517598604698485,0,The Wins
EMU,2021,40.01054646038717,0,The Wins
EMU,2022,41.518858817872584,0,The Wins
EMU,2023,37.05453507536624,0,The Wins
EMU,2024,39.345023069383444,0,The Wins
EMU,2025,39.324768504650436,0,The Wins
ERI,2000,38.38027205994129,2,The Falls
ERI,2001,38.800194954033756,2,The Falls
ERI,2002,39.34569096798533,2,The Falls
ERI,2003,38.190320768897955,2,The Falls
ERI,2004,35.361187053479604,2,The Falls
ERI,2005,34.208983891507266,2,The Falls
ERI,2006,33.284351855387776,2,The Falls
ERI,2007,31.0900452215966,2,The Falls
ERI,2008,32.72624617475279,2,The Falls
ERI,2009,32.09401738209284,2,The Falls
ERI,2010,30.92861631447365,2,The Falls
ERI,2011,31.72359741845136,2,The Falls
ERI,2012,32.41626546496924,2,The Falls
ERI,2013,32.72078704010957,2,The Falls
ERI,2014,30.354115511529074,2,The Falls
ERI,2015,31.252803217181746,2,The Falls
ERI,2016,28.79593161139793,2,The Falls
ERI,2017,30.858365710002854,2,The Falls
ERI,2018,29.17535708165484,2,The Falls
ERI,2019,30.247422661739222,2,The Falls
ERI,2020,31.352416023161155,2,The Falls
ERI,2021,29.115079794807514,2,The Falls
ERI,2022,29.00008176896393,2,The Falls
ERI,2023,28.755863301793678,2,The Falls
ERI,2024,28.713665435522028,2,The Falls
ERI,2025,28.65090717935453,2,The Falls
ESP,2000,38.23884773557653,1,The Adapters
ESP,2001,68.9793128299877,1,The Adapters
ESP,2002,68.39324061481939,1,The Adapters
ESP,2003,73.8461600988286,1,The Adapters
ESP,2004,70.2613363779794,1,The Adapters
ESP,2005,71.43522858846221,1,The Adapters
ESP,2006,68.7702908853031,1,The Adapters
ESP,2007,67.70208934076695,1,The Adapters
ESP,2008,70.90626024695209,0,The Wins
ESP,2009,70.17417184093377,0,The Wins
ESP,2010,68.65131108790223,0,The Wins
ESP,2011,65.96017251380158,0,The Wins
ESP,2012,64.67419771556234,0,The Wins
ESP,2013,60.06565962357301,0,The Wins
ESP,2014,60.24825514739689,0,The Wins
ESP,2015,61.095435087887914,0,The Wins
ESP,2016,59.89498821915166,0,The Wins
ESP,2017,60.73520627840174,0,The Wins
ESP,2018,60.82010022797451,0,The Wins
ESP,2019,64.81123163827229,0,The Wins
ESP,2020,69.31467361690873,0,The Wins
ESP,2021,67.68348261072292,0,The Wins
ESP,2022,65.45826503773343,0,The Wins
ESP,2023,65.34896720814896,0,The Wins
ESP,2024,65.91675770124549,0,The Wins
ESP,2025,66.81367512169878,0,The Wins
EST,2000,37.43057643171811,2,The Falls
EST,2001,52.599288781308516,1,The Adapters
EST,2002,52.20004776253416,1,The Adapters
EST,2003,50.33183388146887,1,The Adapters
EST,2004,55.5780078813587,1,The Adapters
EST,2005,55.494449115743116,1,The Adapters
EST,2006,54.74584382832458,1,The Adapters
EST,2007,61.051916553064785,1,The Adapters
EST,2008,67.05188813870531,1,The Adapters
EST,2009,68.12835170678274,0,The Wins
EST,2010,61.199996075095406,0,The Wins
EST,2011,57.0910542680947,0,The Wins
EST,2012,56.62812748851543,0,The Wins
EST,2013,53.98717367709593,0,The Wins
EST,2014,57.22148273053138,1,The Adapters
EST,2015,64.12151698866246,1,The Adapters
EST,2016,67.11754748336512,1,The Adapters
EST,2017,66.90240088654602,1,The Adapters
EST,2018,67.66574487954583,0,The Wins
EST,2019,67.06931984812175,0,The Wins
EST,2020,71.73713395775411,0,The Wins
EST,2021,64.96829135102969,0,The Wins
EST,2022,61.43930720697993,0,The Wins
EST,2023,69.77868410308507,0,The Wins
EST,2024,69.58366165290404,0,The Wins
EST,2025,69.57267911368675,0,The Wins
ETH,2000,48.899377426831755,2,The Falls
ETH,2001,49.69317228670092,2,The Falls
ETH,2002,49.686179136397094,2,The Falls
ETH,2003,50.02423449609578,2,The Falls
ETH,2004,48.70257705770692,2,The Falls
ETH,2005,49.508002943015974,2,The Falls
ETH,2006,50.837073063226526,2,The Falls
ETH,2007,50.921998752089024,2,The Falls
ETH,2008,44.70351401662407,2,The Falls
ETH,2009,44.894548750573115,2,The Falls
ETH,2010,44.203765848068436,2,The Falls
ETH,2011,43.918065838537224,2,The Falls
ETH,2012,45.00966347786057,2,The Falls
ETH,2013,43.01264096443922,2,The Falls
ETH,2014,40.655082660571765,2,The Falls
ETH,2015,40.427919537599536,2,The Falls
ETH,2016,40.4716431034968,2,The Falls
ETH,2017,40.4214228425076,2,The Falls
ETH,2018,40.52032828209635,2,The Falls
ETH,2019,44.53583963535991,2,The Falls
ETH,2020,44.80072506373304,2,The Falls
ETH,2021,43.16983150611563,2,The Falls
ETH,2022,44.43278783981352,2,The Falls
ETH,2023,43.12153185478141,2,The Falls
ETH,2024,42.102360339932616,2,The Falls
ETH,2025,31.752780490194183,2,The Falls
EUU,2000,33.87821537302892,1,The Adapters
EUU,2001,34.76368670719368,0,The Wins
EUU,2002,38.9759884684274,0,The Wins
EUU,2003,37.94965632760504,0,The Wins
EUU,2004,38.02747273918343,0,The Wins
EUU,2005,39.982269572671356,0,The Wins
EUU,2006,50.049580861760134,0,The Wins
EUU,2007,41.53236066468302,0,The Wins
EUU,2008,48.1888971997599,0,The Wins
EUU,2009,43.24433327229424,0,The Wins
EUU,2010,38.63999184725534,0,The Wins
EUU,2011,43.26699240597057,0,The Wins
EUU,2012,39.69965868275633,0,The Wins
EUU,2013,39.61453504590119,0,The Wins
EUU,2014,42.26088787958926,0,The Wins
EUU,2015,42.25287174731085,0,The Wins
EUU,2016,38.48228725871742,0,The Wins
EUU,2017,50.21886708304512,0,The Wins
EUU,2018,39.13158499501438,0,The Wins
EUU,2019,44.40557283239182,0,The Wins
EUU,2020,39.57415754422682,0,The Wins
EUU,2021,43.915598033920965,0,The Wins
EUU,2022,45.92522998180107,0,The Wins
EUU,2023,43.00340329448222,0,The Wins
EUU,2024,40.1273447759643,0,The Wins
EUU,2025,40.103300040987,0,The Wins
FCS,2000,36.53956730518087,2,The Falls
FCS,2001,34.556748826094086,2,The Falls
FCS,2002,35.451589273973184,2,The Falls
FCS,2003,36.573574660690554,2,The Falls
