iso_alpha3,year,education_expenditure_pct_gdp,health_expenditure_pct_gdp,social_protection_spending,social_safety_net_coverage
ETH,2002,3.63245010375977,4.7126298,2.08121943,
ETH,2003,,4.89970922,2.27634907,
ETH,2004,,4.31281853,1.32566774,0.514473589852514
ETH,2005,,4.10098124,1.72818744,
ETH,2006,5.49094009399414,4.45757294,1.12012815,
ETH,2007,5.45110988616943,5.00128317,1.33306754,
ETH,2008,5.40819978713989,4.28063869,0.51424927,
ETH,2009,4.42207002639771,4.6496563,0.90700704,
ETH,2010,4.49659013748169,5.46637249,0.94396317,13.2479485078869
ETH,2011,5.4857702255249,4.46897745,0.3811754,
ETH,2012,5.56677007675171,4.5395956,1.06663179,
ETH,2013,4.4985499382019,4.07506514,1.09967208,
ETH,2014,4.60201978683472,4.03365517,0.71479559,
ETH,2015,4.73791868878759,3.82316828,0.96540898,23.1508611348385
ETH,2016,5.06151399998447,3.60033751,0.90002954,
ETH,2017,5.49905076025271,3.45336914,0.8612687,
ETH,2018,5.22011189522399,3.30371761,0.76642609,22.1661526688868
ETH,2019,4.48086946127054,3.24287128,0.73088509,
ETH,2020,4.0905654220699,3.48096275,0.98278511,
ETH,2021,4.06524874309096,3.20779967,0.97926205,
ETH,2022,3.73649512188829,2.85298109,0.72080112,
ETH,2023,2.9272447768927,2.80310345,0.614245,
ETH,2024,2.2978069565991,,,
EUU,2000,4.8624701499939,8.41597273378575,6.29820223102185,
EUU,2001,5.07930493354798,8.53525364911233,6.40178589703652,
EUU,2002,5.17711019515991,8.75528781670743,6.56431863353606,
EUU,2003,5.1067099571228,8.96928579126243,6.70567081667856,
EUU,2004,5.04379510879516,8.97434242813203,6.66098923222296,
EUU,2005,5.07393980026245,9.03585040639122,6.72121527788559,
EUU,2006,4.94490003585815,8.9963154571692,6.64063744863729,
EUU,2007,4.85854005813599,8.88604485172582,6.55086911189978,
EUU,2008,4.99737977981567,9.15703770403366,6.77643285510079,
EUU,2009,5.56628990173339,9.9067186731385,7.36626186467581,
EUU,2010,5.36880016326904,9.84090814175769,7.30144563524094,
EUU,2011,5.11688995361328,9.77039258346576,7.21158435995203,
EUU,2012,4.83311986923218,9.88290767418162,7.25982008381308,
EUU,2013,4.99779987335205,9.92788363740663,7.32469226274136,
EUU,2014,4.88220500946045,9.95490413729016,7.33555555892798,
EUU,2015,4.84087491035461,9.90435258464786,7.32196504488988,
EUU,2016,4.82350015640259,9.88833766679792,7.38341943709818,
EUU,2017,4.64034986495972,9.8503644385119,7.35438286624817,
EUU,2018,4.58276510238647,9.82989094571535,7.34555818420429,
EUU,2019,4.62736988067627,9.87237183304095,7.36464259927353,
EUU,2020,4.93078994750977,10.7994110687063,8.26341991167415,
EUU,2021,4.79329490661621,10.8123297427516,8.26070885976057,
EUU,2022,4.65688991546631,10.3012738340465,7.86832500184489,
EUU,2023,,9.99906711532251,7.44314560180966,
EUU,2024,,10.5426441605532,,
FCS,2000,,4.14808153532613,1.36584746750427,
FCS,2001,,4.49653433144305,1.66584253078934,
FCS,2002,,4.35122273262516,1.57934796234682,
FCS,2003,,5.0445291853623,1.75650283072866,
FCS,2004,,4.83388974833298,1.85169298254254,
FCS,2005,,4.57143592078124,1.78101507469942,
FCS,2006,,4.49224510879688,1.651566058025,
FCS,2007,,4.45286359079757,1.67201212113726,
FCS,2008,,4.15450609213889,1.55709576516354,
FCS,2009,,4.5051662666271,1.67760435627845,
FCS,2010,2.78498506546021,4.25599158875769,1.48928211255384,
FCS,2011,3.11188006401062,4.18763453567882,1.40644888646114,
FCS,2012,2.90706992149353,4.19055805422818,1.39701270864703,
FCS,2013,3.57199990749359,4.34279148913588,1.35721375545384,
FCS,2014,3.43888998031616,4.32431892324746,1.23365525846056,
FCS,2015,3.19690990447998,4.59288070767475,1.20080221597419,
FCS,2016,2.59244990348816,4.91804846438798,1.48156972440706,
FCS,2017,3.12012994289398,4.86298772286833,1.41285920711366,
FCS,2018,2.87692999839783,4.39435570818218,1.46425341499119,
FCS,2019,3.02370475341356,4.15726885338508,1.32765957910711,
FCS,2020,3.22033072134141,4.71842199992444,1.51564945724952,
FCS,2021,3.14335470187693,4.95791125739415,1.54328395797183,24.9750080108643
FCS,2022,,4.40080691492368,1.14827554948896,
FCS,2023,,4.62825554969788,1.33147880426084,
FIN,2000,5.71163988113403,7.09544373,5.37329912,
FIN,2001,5.84084987640381,7.25165653,5.52700138,
FIN,2002,6.01865005493164,7.63005877,5.86146975,
FIN,2003,6.168869972229,7.93988276,6.13868189,
FIN,2004,6.15823984146118,8.05999184,6.2737546,
FIN,2005,6.02582979202271,8.28901291,6.44950962,
FIN,2006,5.92960977554321,8.2858429,6.52460337,
FIN,2007,5.67164993286133,8.08415604,6.35588789,
FIN,2008,5.83046007156372,8.34362221,6.57707214,
FIN,2009,6.45998001098633,9.16182804,7.24022865,
FIN,2010,6.504310131073,9.14183331,7.18030024,
FIN,2011,6.45624017715454,9.23903561,7.31418705,
FIN,2012,7.1715497970581,9.61732101,7.67503309,
FIN,2013,7.15288019180298,9.84504986,7.82302523,
FIN,2014,7.13832998275757,9.83066177,7.8208828,
FIN,2015,7.07199001312256,9.69998264,7.6206398,
FIN,2016,6.90873003005981,9.45625591,7.3601203,
FIN,2017,6.40826988220215,9.19148445,7.17050409,
FIN,2018,6.31771993637085,9.10587025,7.1532836,
FIN,2019,6.45300006866455,9.22295189,7.39612961,
FIN,2020,6.6812801361084,9.69977188,7.88914347,
FIN,2021,6.58820009231567,9.90969753,8.06121445,
FIN,2022,6.37578010559082,9.74152565,7.96152925,
FIN,2023,,10.47389507,8.49943733,
FJI,2000,5.87773990631104,3.42441177,2.63133216,
FJI,2001,5.6431097984314,2.90547299,2.08654332,
FJI,2002,6.27586984634399,2.98349524,2.20177889,
FJI,2003,,2.97298193,2.22326541,
FJI,2004,6.20915985107422,3.25768542,2.21771884,
FJI,2005,5.16705989837646,3.25656676,2.41684818,
FJI,2006,5.6553201675415,3.34798193,2.47551131,
FJI,2007,5.89472007751465,3.41514993,2.46818185,
FJI,2008,4.25357007980347,3.18467116,2.21144366,14.3335223248845
FJI,2009,4.49847984313965,3.53587627,2.19237089,
FJI,2010,,3.41664124,2.18311381,
FJI,2011,4.17305994033813,3.14293504,1.88993454,
FJI,2012,4.46150592221937,3.2655499,1.91403711,
FJI,2013,3.88288998603821,3.20040679,1.87162006,37.1109505278687
FJI,2014,3.76960923580896,3.36860466,2.0661068,
FJI,2015,4.80931781024695,3.32468939,2.09847856,
FJI,2016,4.83590249175322,3.27979708,2.09586525,
FJI,2017,4.65119160575452,3.18689561,2.11070943,
FJI,2018,4.79706049383602,4.10572624,2.4660871,
FJI,2019,5.15273175975853,4.28229284,2.64242482,
FJI,2020,5.80519512902055,5.28987408,3.00008559,
FJI,2021,4.8526862712935,7.06084681,3.65724373,
FJI,2022,3.93839539074194,4.01752949,3.196064,
FJI,2023,4.24679790890603,3.61524153,2.70261335,
FRA,2000,,9.61744022,6.99467659,
FRA,2001,,9.75719261,7.0991745,
FRA,2002,,10.08250141,7.36042738,
FRA,2003,,10.13474941,7.36141872,
FRA,2004,,10.2117033,7.4183507,
FRA,2005,,10.23720551,7.42688227,
FRA,2006,,10.39764977,7.41077948,
FRA,2007,,10.33418846,7.34726858,
FRA,2008,,10.51340675,7.42526388,
FRA,2009,,11.29095459,7.98040915,
FRA,2010,,11.22430801,7.81747055,
FRA,2011,,11.17601013,7.76428938,
FRA,2012,,11.33749485,7.8918004,
FRA,2013,,11.37891197,7.99064016,
FRA,2014,,11.57935429,8.07977486,
FRA,2015,,11.50032997,8.23389816,
FRA,2016,,11.57036018,8.61056232,
FRA,2017,5.46482992172241,11.44944572,8.6154108,
FRA,2018,5.42540979385376,11.30847645,8.49900723,
FRA,2019,5.36638021469116,11.17058277,8.33091736,
FRA,2020,5.65871000289917,12.12949371,9.25742054,
FRA,2021,5.41743993759155,12.24894238,9.25056267,
FRA,2022,5.32434988021851,11.82888794,8.90620232,
FRA,2023,,11.51974583,7.80043125,
FRA,2024,,11.53530598,7.89331961,
FSM,2000,6.70687007904053,7.76511145,1.74815881,22.2953904045155
FSM,2001,,8.48781967,1.83199584,
FSM,2002,,7.96301365,1.71163332,
FSM,2003,,9.65028286,2.12475729,
FSM,2004,,12.23538685,1.14448988,
FSM,2005,,17.94844818,1.11182237,
FSM,2006,,10.87018681,1.07155871,
FSM,2007,,11.23334217,1.02541602,
FSM,2008,,12.08326721,1.59784043,
FSM,2009,,12.68854141,0.99749589,
FSM,2010,,13.3306675,1.21490371,
FSM,2011,,13.222826,1.89427388,
FSM,2012,11.7192291367391,12.39077377,1.40971768,
FSM,2013,12.3438831906748,12.21770954,1.55522645,
FSM,2014,12.2281680903257,11.83491802,2.0200696,
FSM,2015,12.407919883728,12.62341213,1.89359462,
FSM,2016,13.814728,13.33481121,2.00609899,
FSM,2017,12.6815821727019,12.40742493,1.53164423,
FSM,2018,9.94274464285714,11.93961334,1.40767145,
FSM,2019,10.6931682741117,11.87363148,1.74894965,
FSM,2020,11.5591397849462,11.98479271,1.7635082,
FSM,2021,,11.37430477,1.15334094,
FSM,2022,,12.62718964,1.55440867,
FSM,2023,,12.88087559,1.83325839,
GAB,2000,3.82709002494812,2.90471101,1.06383789,
GAB,2001,,3.15198207,1.26300132,
GAB,2002,,3.32970691,1.19960451,
GAB,2003,,3.53648472,1.4352864,
GAB,2004,,3.36498594,1.35957062,
GAB,2005,,2.92175174,1.05433261,51.8342828611763
GAB,2006,,3.14623928,1.2173816,
GAB,2007,,3.0834198,1.23346996,
GAB,2008,,2.84760666,1.06247222,
GAB,2009,,3.78076673,1.54066849,
GAB,2010,3.07808995246887,2.47556901,1.57325745,
GAB,2011,2.987459897995,2.55771565,1.58558345,
GAB,2012,3.01340007781982,2.42097569,1.48285842,
GAB,2013,3.02971005439758,2.84087205,1.82302928,
GAB,2014,2.66667008399963,2.53282261,1.51668847,
GAB,2015,2.82435985823512,2.65743947,1.56549394,
GAB,2016,2.66773089670199,3.1076982,2.01055074,
GAB,2017,3.55570801059931,2.78068876,1.75976336,49.3765951596835
GAB,2018,3.071542956299,2.75235105,1.61284041,
GAB,2019,2.87430983233369,2.76837039,1.66963005,
GAB,2020,3.39874087928788,3.4401269,1.89678836,
GAB,2021,2.7007928993976,2.79254127,1.65491903,
GAB,2022,2.20773650357931,2.89087176,1.88504732,
GAB,2023,2.31594287726056,3.13430715,2.05877304,
GBR,2000,4.01820993423462,7.14559078,5.41897774,
GBR,2001,4.1001501083374,7.43276882,5.64282608,
GBR,2002,4.61190986633301,7.85946798,6.0388236,
GBR,2003,4.8012900352478,8.05214596,6.30874586,
GBR,2004,4.73555994033813,8.32219028,6.67070103,
GBR,2005,4.92975997924805,8.38108349,6.81143427,
GBR,2006,4.97648000717163,8.53970814,7.03568316,
GBR,2007,4.9244499206543,8.76035309,7.04716635,
GBR,2008,4.90972995758057,9.03295708,7.3422575,
GBR,2009,5.06263017654419,9.83944035,8.14155865,
GBR,2010,5.69868993759155,9.78799534,8.03008556,
GBR,2011,5.57219982147217,9.79682636,8.01413918,
GBR,2012,,9.89332199,8.01443958,
GBR,2013,5.52529001235962,9.99087143,7.93981838,
GBR,2014,5.60134983062744,9.97686195,7.93892813,
GBR,2015,5.55453014373779,9.94044876,7.90739918,
GBR,2016,5.42795991897583,9.87085724,7.90904903,
GBR,2017,5.45254993438721,9.70468903,7.73283911,
GBR,2018,5.20438003540039,9.79496574,7.78175926,
GBR,2019,5.26116991043091,9.97954082,7.95685244,
GBR,2020,5.43936014175415,12.10388088,10.17949867,
GBR,2021,5.90681982040405,12.08347321,10.11974335,
GBR,2022,,11.09679794,9.10831928,
GBR,2023,,10.99128914,8.98766613,
GBR,2024,,11.133358,,
GEO,2000,2.18105006217956,7.194592,0.82085949,
GEO,2001,2.13750004768372,7.16950893,1.13540304,
GEO,2002,2.23501992225647,7.81474257,1.12198305,
GEO,2003,2.06559991836548,8.02952862,1.14707553,
GEO,2004,2.91420006752014,8.08910847,1.17821777,
GEO,2005,2.48431992530823,8.07734203,1.20532346,
GEO,2006,3.00364995002747,7.63208008,1.18501794,
GEO,2007,2.69687008857727,7.43517828,1.09324026,
GEO,2008,2.9195499420166,8.44424057,1.53485286,
GEO,2009,3.22237992286682,9.56681633,2.04964566,
GEO,2010,2.76179333360622,9.02123737,1.90527785,
GEO,2011,2.5149199962616,7.88224316,1.36786854,64.6534226351111
GEO,2012,1.86033999919891,7.95168972,1.52704597,60.4742802262325
GEO,2013,2.8330966857175,8.00574589,1.82236254,60.8166340035569
GEO,2014,2.94113947736272,8.2940836,2.14047027,61.4146315563387
GEO,2015,3.10870368877345,8.6599493,2.59349322,60.7537900114025
GEO,2016,3.52338004112244,9.07258892,2.87254119,64.2690441523421
GEO,2017,3.52442002296448,8.70140266,2.58998537,61.7664001759272
GEO,2018,3.46094989776611,7.75524616,2.75906873,63.5672886063494
GEO,2019,3.82985997200012,7.31291389,2.69142175,64.7752545312504
GEO,2020,3.80951130708125,9.22991848,3.66064787,64.7534105356064
GEO,2021,3.59441995620727,10.53835487,4.43811321,65.973896344421
GEO,2022,3.75498008728027,8.29634285,3.06025243,
GEO,2023,3.70918011665344,6.85758877,2.30926275,
GEO,2024,3.98011682083814,,,
GHA,2000,,1.66343236,0.73089105,
GHA,2001,5.35444021224976,1.86866331,0.84126645,
GHA,2002,,1.94694591,0.65024012,
GHA,2003,,2.14935279,0.94345516,
GHA,2004,7.53558015823364,2.36955285,0.9509024,
GHA,2005,7.42208003997803,3.27344108,1.756845,5.6778047953446
GHA,2006,5.14794015884399,3.67208791,1.65231752,
GHA,2007,5.51986980438232,3.70900321,1.63629603,
GHA,2008,5.75795984268188,3.72533512,1.64284575,
GHA,2009,5.31744003295898,4.17717743,2.04712129,
GHA,2010,5.54059982299805,4.52302933,2.26015067,
GHA,2011,8.14097023010254,4.46374655,2.35423017,
GHA,2012,7.91913986206055,3.93023658,1.97869766,63.672912115772
GHA,2013,4.57644987106323,4.59225416,1.85814357,
GHA,2014,4.39978981018066,4.01644135,1.40883136,
GHA,2015,4.43404006958008,4.54299259,1.5937829,
GHA,2016,4.3945198059082,3.39035821,1.3003906,20.2477279036942
GHA,2017,3.53362989425659,2.68786979,1.63058531,
GHA,2018,3.8861300945282,2.43001175,1.37083328,
GHA,2019,3.15307114842573,3.25450468,1.9720608,
GHA,2020,3.40915991351725,4.4331708,2.52818918,
GHA,2021,3.4005042684722,3.86030865,2.09936643,
GHA,2022,2.90963831638452,3.67459154,2.03708911,
GHA,2023,,2.94686937,1.86317766,
GIN,2000,1.7786500453949,4.74101353,0.301292,
GIN,2001,1.42785000801086,4.88433027,0.37107071,
GIN,2002,1.77897000312805,5.35653734,0.64011806,
GIN,2003,1.62612998485565,4.77216482,0.42212996,
GIN,2004,1.5156899690628,4.77632809,0.24164158,
GIN,2005,1.26814997196198,4.03452682,0.26129073,
GIN,2006,,3.61526895,0.24835719,
GIN,2007,,3.48262477,0.24066733,
GIN,2008,1.58112001419067,3.26561713,0.26959306,
GIN,2009,2.20725011825561,3.58146644,0.26025116,
GIN,2010,2.55118989944458,3.42781734,0.36297843,
GIN,2011,2.28742003440857,3.78955102,0.51036745,
GIN,2012,1.83369994163513,3.50398517,0.51431388,3.8932226303146
GIN,2013,2.63421988487244,3.46108651,0.48858824,
GIN,2014,2.42281007766724,4.787992,0.61152339,
GIN,2015,2.51713991165161,5.80919266,0.42931107,
GIN,2016,2.54450011253357,5.39694929,0.66374409,
GIN,2017,2.3203399181366,3.91512728,0.60066199,
GIN,2018,2.38432002067566,3.73843002,0.61740124,10.4715705475287
GIN,2019,1.85811996459961,4.08876228,0.92095226,
GIN,2020,2.44806003570557,3.90094519,0.77726084,
GIN,2021,2.04074820610586,3.7175858,0.68109477,
GIN,2022,2.00722302981184,3.83292699,0.72876471,
GIN,2023,1.72470879088585,3.69442987,0.80672276,
GMB,2000,1.46587002277374,10.78532791,0.6015296,
GMB,2001,1.15810000896454,8.29925728,0.61059773,
GMB,2002,1.44291996955872,6.2326026,0.54214686,
GMB,2003,1.36337995529175,5.29709053,0.5868997,
GMB,2004,0.622470021247864,5.42000151,0.78081375,
GMB,2005,0.691879987716675,5.386024,0.81679177,
GMB,2006,0.751630008220673,5.43720818,0.88458723,
GMB,2007,0.816860020160675,4.95501947,0.70619458,
GMB,2008,2.18129992485046,4.65938759,0.7288478,
GMB,2009,1.90813994407654,4.46430635,0.9055742,
GMB,2010,2.56322002410889,4.11944056,0.91823167,8.30704045998675
GMB,2011,2.50116991996765,4.36967373,1.04374862,
GMB,2012,2.63756990432739,4.26872253,1.20622373,
GMB,2013,1.81839001178741,3.91374874,1.08376527,
GMB,2014,2.23094010353088,3.05234575,1.09228694,
GMB,2015,2.16002988815308,3.1761291,0.99829203,2.95457785481454
GMB,2016,2.0244300365448,3.19523716,1.2897681,
GMB,2017,2.45919445096525,3.35449266,1.06097889,
GMB,2018,2.36543989181519,3.18501234,1.04798186,
GMB,2019,2.80809703332656,3.14534926,1.28750503,
GMB,2020,2.88734569797808,4.01436949,1.9513855,
GMB,2021,3.04477694635226,3.74321485,1.28643787,
GMB,2022,2.89168744551701,3.53697729,1.54287362,
GMB,2023,2.80838156544977,2.89250112,1.29954684,
GNB,2000,,4.18953228,0.5933851,
GNB,2001,,4.12891531,0.48134443,
GNB,2002,,3.87280011,0.35467029,
GNB,2003,,3.50201416,0.42981493,
GNB,2004,,4.27070189,0.57971573,
GNB,2005,,4.53462505,0.50890976,
GNB,2006,,5.07826185,0.49984464,
GNB,2007,,4.92573404,0.59780544,
GNB,2008,,5.35239792,0.54897773,
GNB,2009,,4.61063194,0.52002388,
GNB,2010,1.68221998214722,4.87133694,0.46807465,
GNB,2011,1.76593005657196,6.21634817,0.43690556,
GNB,2012,1.8863799571991,5.94134808,0.50444686,
GNB,2013,2.01027011871338,7.03943443,0.55160207,
GNB,2014,,9.96897411,0.59649962,
GNB,2015,,8.13228226,0.53779858,
GNB,2016,,8.32881451,0.48464295,
GNB,2017,,7.00049543,0.49838862,
GNB,2018,,7.28164959,0.50527376,24.2103918101719
GNB,2019,,7.14602089,0.45877996,
GNB,2020,,8.98898792,1.20048702,
GNB,2021,,8.39794922,1.13860166,22.003480339478
GNB,2022,,8.33752728,1.03818488,
GNB,2023,,8.82204819,0.9383629,
GNQ,2000,,1.22260201,0.52302271,
GNQ,2001,,1.32559299,0.39180481,
GNQ,2002,,2.88730073,0.36000615,
GNQ,2003,,1.97185338,0.39797717,
GNQ,2004,,1.58463597,0.35340402,
GNQ,2005,,1.42048728,0.40104085,
GNQ,2006,,1.41217864,0.45787242,
GNQ,2007,,1.42080677,0.48071325,
GNQ,2008,,1.23333216,0.48362917,
GNQ,2009,,1.87389886,0.76920271,
GNQ,2010,,1.73363662,0.64514917,
GNQ,2011,,1.54309607,0.59239239,
GNQ,2012,,1.62290311,0.70269078,
GNQ,2013,,1.75622749,0.61788166,
GNQ,2014,,1.868559,0.65114552,
GNQ,2015,,2.45693421,0.7432819,
GNQ,2016,,2.97177482,0.86530524,
GNQ,2017,,2.86121631,0.78999829,
GNQ,2018,,2.92214823,0.81501949,
GNQ,2019,,3.27948833,0.8050639,
GNQ,2020,,3.70560718,1.0338515,
GNQ,2021,,3.5103004,1.14400554,
GNQ,2022,,2.83726358,0.86760986,
GNQ,2023,,3.49941635,1.12861156,
GRC,2000,3.35086011886597,7.51388931,4.62980747,
GRC,2001,3.47308993339539,8.24545956,5.21165657,
GRC,2002,3.52255010604858,8.46998692,5.12075806,
GRC,2003,3.52407002449036,8.68253994,5.1977067,
GRC,2004,3.76059007644653,8.30002213,4.86593294,
GRC,2005,4.0549201965332,8.76117897,5.32978392,
GRC,2006,,8.39596939,5.17268229,
GRC,2007,,8.52304935,5.39813805,
GRC,2008,,8.948102,5.84622145,
GRC,2009,,9.53581333,6.5149498,
GRC,2010,,9.61952496,6.62841225,
GRC,2011,,9.18577003,6.03533649,
GRC,2012,,9.04327774,5.7518816,
GRC,2013,,8.52183914,5.23182106,
GRC,2014,,7.94358587,4.51781511,
GRC,2015,3.68238997459412,8.26719952,4.7674284,
GRC,2016,,8.45097542,4.43071413,
GRC,2017,3.46778011322021,8.11336899,4.29561758,
GRC,2018,3.57626008987427,8.07267761,4.17521954,
GRC,2019,3.55062007904053,8.11709499,3.95904088,
GRC,2020,,9.38074493,5.06405878,
GRC,2021,,9.03178692,5.38438177,
GRC,2022,3.37547993659973,8.44938278,4.56988621,
GRC,2023,,8.39367008,4.24943686,
GRD,2000,,5.35886383,1.86039817,
GRD,2001,,5.62456989,2.14943409,
GRD,2002,,6.17569733,2.71163964,
GRD,2003,3.92673993110657,5.28485727,2.16133189,
GRD,2004,,5.36568451,2.59474087,
GRD,2005,,5.14460278,2.42088819,
GRD,2006,,5.11352158,2.04412723,
GRD,2007,,5.23867893,2.00870275,
GRD,2008,,5.386199,1.96291316,
GRD,2009,,5.43471003,2.17009425,
GRD,2010,5.07508233496978,5.4188118,2.05670786,
GRD,2011,5.48532342071091,5.80423355,2.41611266,
GRD,2012,5.07225880686028,5.82235765,2.38694572,
GRD,2013,,5.62652922,2.27822328,
GRD,2014,4.47756594772942,4.77353573,2.09314442,
GRD,2015,4.23861035989182,4.64675617,1.93493712,
GRD,2016,,4.43910027,1.76571214,
GRD,2017,3.17379999160767,4.65701056,1.88796365,
GRD,2018,3.55919341882594,4.58373737,1.86524379,
GRD,2019,,4.93189621,2.04134059,
GRD,2020,,5.30602551,2.28805852,
GRD,2021,4.09030334217367,5.27963448,2.16806746,
GRD,2022,4.03767284869161,4.99701262,1.9978193,
GRD,2023,5.12544845968893,4.65330839,2.10270882,
GTM,2000,,5.39686108,1.91270578,
GTM,2001,,6.07023716,1.98154283,
GTM,2002,,6.01301289,1.9446981,
GTM,2003,,6.15306854,2.04141212,
GTM,2004,,6.26182795,2.02383399,
GTM,2005,,6.14826393,1.88113928,
GTM,2006,3.03285002708435,6.36362219,2.06657243,50.5890503043425
GTM,2007,3.08809995651245,6.1918335,1.97883451,
GTM,2008,3.23686003684998,6.08129978,2.05419135,
GTM,2009,,6.33938646,2.25974083,
GTM,2010,2.84864997863769,6.1247797,2.06138587,
GTM,2011,2.96865010261536,5.96306896,1.99347126,63.8136596566821
GTM,2012,3.00524997711182,6.07316971,2.02626443,
GTM,2013,2.88808989524841,5.77188921,2.21485376,
GTM,2014,2.98563003540039,5.8885684,2.23796296,63.268311868666
GTM,2015,3.03032994270325,6.00602007,2.27820134,
GTM,2016,2.94474005699158,6.07008219,2.28762269,
GTM,2017,2.95009994506836,6.13563824,2.1993053,
GTM,2018,3.13193988800049,6.10662699,2.19892383,
GTM,2019,3.19297003746033,6.17443275,2.37253165,
GTM,2020,3.29485011100769,6.4591527,2.47224283,
GTM,2021,3.09189009666443,7.35698891,2.66252208,
GTM,2022,3.20787000656128,7.1678791,2.47282767,
GTM,2023,3.10877990722656,6.80241346,2.43609333,
GTM,2024,3.07588005065918,,,
GUY,2000,8.48414993286133,3.18737936,1.78830874,
GUY,2001,8.39729022979736,3.05506778,1.63222313,
GUY,2002,8.36553955078125,3.19353795,1.73537362,
GUY,2003,6.95590019226074,3.26884198,1.72908437,
GUY,2004,5.51291990280151,3.43770432,1.73980284,
GUY,2005,8.13973045349121,3.79409742,1.78057182,
GUY,2006,3.11891007423401,3.93144464,1.65196764,
GUY,2007,2.39117002487183,4.28126192,1.6837045,
GUY,2008,,4.20242214,1.69491982,
GUY,2009,2.15057992935181,4.35117149,1.88041246,
GUY,2010,2.40938997268677,4.21897697,1.81934333,
GUY,2011,2.50669002532959,4.17213488,2.02701139,
GUY,2012,2.24131989479065,3.7081871,1.79707813,
GUY,2013,,3.80231309,1.88811839,
GUY,2014,4.36033010482788,3.94755435,2.17510056,
GUY,2015,3.89569997787476,4.02264786,2.35677791,
GUY,2016,4.73775005340576,4.01842117,2.5319159,
GUY,2017,4.6647801399231,4.3191123,2.79179382,
GUY,2018,4.45058012008667,4.90492535,2.95149112,
GUY,2019,,4.90331507,2.90384364,
GUY,2020,,5.37510586,3.97433281,
GUY,2021,,4.64326477,3.19546413,
GUY,2022,,2.52456355,1.73739421,
GUY,2023,,2.46673751,1.73029017,
HIC,2000,4.65878009796143,9.35013537346578,5.55776149105261,
HIC,2001,4.75575995445251,9.82089247392429,5.82472718782394,
HIC,2002,4.70047497749328,10.2471636702515,6.05592428258427,
HIC,2003,4.6639199256897,10.4087015341104,6.20416755975304,
HIC,2004,4.87566995620728,10.3284362110154,6.22783300295843,
HIC,2005,4.80935001373291,10.3452073906608,6.24550953670993,
HIC,2006,4.83653020858765,10.3668616284232,6.25874540039365,
HIC,2007,4.67495489120484,10.3149273858436,6.26299600601995,
HIC,2008,4.79686999320984,10.4365405617905,6.45395153133067,
HIC,2009,5.06263017654419,11.4238470729639,7.1223057431919,
HIC,2010,5.08126020431519,11.2751980129436,7.03713535537919,
HIC,2011,4.85663986206055,11.2239781423825,7.09451921357715,
HIC,2012,4.78232002258301,11.3372041007119,7.10558227360053,
HIC,2013,4.78006982803345,11.3355303131346,7.08812057082015,
HIC,2014,4.78875994682312,11.5342191338537,7.25171886283946,
HIC,2015,4.76157999038696,11.9784564900425,7.45224288817859,
HIC,2016,4.78327989578247,12.1402860755101,7.55693889641935,
HIC,2017,4.68990993499756,12.0491502529549,7.48645904848968,
HIC,2018,4.60567998886108,11.9666327912927,7.46698752890974,
HIC,2019,4.62744498252868,12.1545295546981,7.59495115625242,
HIC,2020,4.87601494789124,13.6085370283041,8.99761850957521,
HIC,2021,4.77058482170105,13.0710792992581,8.59382962866723,77.8266525268555
HIC,2022,4.69949984550476,12.5266199618031,8.11044813287599,
HIC,2023,,12.5106477921545,7.8898249154157,
HKG,2001,3.90370011329651,,,
HKG,2002,4.01555013656616,,,
HKG,2003,4.28530979156494,,,
HKG,2004,4.55894994735718,,,
HKG,2005,4.13463020324707,,,
HKG,2006,3.84278011322021,,,
HKG,2007,3.45455002784729,,,
HKG,2008,3.2606201171875,,,
HKG,2009,4.39211988449097,,,
HKG,2010,3.5100200176239,,,
HKG,2011,3.41823005676269,,,
HKG,2012,3.50960993766785,,,
HKG,2013,3.76031994819641,,,
HKG,2014,3.57254004478455,,,
HKG,2015,3.26210999488831,,,
HKG,2016,3.29269003868103,,,
HKG,2017,3.30989003181458,,,
HKG,2018,3.32624006271362,,,
HKG,2019,3.81017994880676,,,
HKG,2020,4.40563011169434,,,
HKG,2021,4.00030994415283,,,
HKG,2022,3.72866988182068,,,
HKG,2023,3.80328011512756,,,
HKG,2024,3.80552005767822,,,
HND,2000,,6.26817989,3.02285886,
HND,2001,,5.92998314,2.49121737,
HND,2002,,6.2445755,2.54012251,
HND,2003,,6.89004707,2.61311603,
HND,2004,,6.85484362,2.45127177,
HND,2005,,7.50086403,2.91977549,
HND,2006,,7.86318684,3.27406335,
HND,2007,,8.08494949,3.33394694,
HND,2008,,8.60362625,3.31875777,51.4820842560231
HND,2009,,8.99592495,3.96730256,50.4813151765424
HND,2010,,8.72536373,3.69605827,53.2419670487817
HND,2011,,8.79187012,3.89370441,50.9028544694577
HND,2012,6.29972793577391,8.65655136,3.3830452,
HND,2013,5.87493991851807,8.47723007,3.4937377,55.7937548640583
HND,2014,7.09010982513428,7.91455746,3.19305706,
HND,2015,6.41298007965088,7.4837904,2.94796515,45.8931175503408
HND,2016,6.09509492079297,7.709445,3.09310865,35.9202399284335
HND,2017,5.74434396129576,7.00668859,2.85400987,43.5363244838092
HND,2018,6.05646991729736,7.22820663,2.84892344,36.6531710127099
HND,2019,5.98198266311593,7.34316635,2.89673924,32.1807533946062
HND,2020,6.09801328648889,9.21912384,3.50717759,
