iso_alpha3,year,employment_share_agriculture,employment_share_industry,employment_share_services,employment_to_pop_ratio,gdp_growth_pct,gdp_per_capita_usd,gdp_per_person_employed,gini_index,govt_expenditure_pct_gdp,inflation_cpi_pct,labor_force_participation,rd_expenditure_pct_gdp,trade_openness_pct_gdp,unemployment_rate
SWE,2014,1.97429847442304,18.603411164083,79.4223115286017,58.816,2.29577238758284,59583.4584491714,118168.079247192,28.4,33.2571917008143,-0.179638494114635,63.898,3.12457,83.8229810483527,7.954
SWE,2015,2.03680775764617,18.2877461455677,79.6754460967861,59.171,4.38824673608589,51188.1652120493,121590.986480684,29.2,32.3588208377532,-0.0467847449832812,63.922,3.24088,84.1730765958171,7.432
SWE,2016,1.88620681030464,18.1996692721157,79.9141239175796,59.599,2.13117914731151,51703.5088332851,122019.049342135,29.6,32.1089664658153,0.984269244577992,64.078,3.25643,83.4519478574149,6.99
SWE,2017,1.83025659905566,18.164591996503,80.0051514044413,60.065,1.88282184966646,53210.2233318965,121924.139323812,28.8,31.9815855954628,1.79449904665599,64.391,3.39374,86.0693088740521,6.718
SWE,2018,1.73231559050394,18.1792423280976,80.0884618679843,60.395,1.7702553546772,54018.4554391861,122104.503892966,30.0,32.0404191268978,1.95353530127028,64.5,3.34602,90.4087142361701,6.365
SWE,2019,1.68897374964482,18.4196104380041,79.8913961484272,60.17,2.60823012869524,51648.9892820514,124513.71338645,29.3,31.4063339534813,1.78415097403835,64.583,3.39847,92.7511390290561,6.833
SWE,2020,1.72893248925529,18.3119609807807,79.959106529964,58.834,-1.93379704032216,52568.5726980146,123917.94450324,28.9,34.935620519644,0.497367318853572,64.152,3.50181,84.4745958141618,8.291
SWE,2021,1.98350781851788,18.1010227287893,79.9154694526928,58.526,5.2258643028773,60647.5416365347,130159.305796337,29.8,33.1985359262869,2.16319736447143,64.176,3.41565,91.1102374413042,8.803
SWE,2022,1.87893378014702,17.1959785995013,80.92506828558,59.77,1.25543620445816,54836.8907235124,127924.409260146,31.6,32.505108387211,8.36929098869189,64.558,3.47239,107.111751826512,7.417
SWE,2023,1.76882294206255,17.2817107652127,80.9494472010676,59.989,-0.204061304891439,54950.2834725622,126231.814876187,29.3,,8.5486248974891,64.931,3.59978,107.619709443974,7.611
SWE,2024,1.81311485582453,17.0202664217234,81.166618722452,59.298,0.820071806703865,57117.4877440616,127938.952936147,,,2.83581658224034,64.735,,105.883091480464,8.4
SWE,2025,1.76684695457337,16.8219600412214,81.4112121058729,58.979,,,,,,,64.595,,,8.694
SWZ,2000,15.9415252764579,25.5354319695165,58.5230427540255,40.168,1.76017342169806,1629.67038842815,26952.5910908284,53.1,16.7451846044136,12.2085358545844,53.236,,,24.547
SWZ,2001,15.8883374585552,25.3879739627763,58.7232683523346,39.646,1.41221393287066,1429.85630359447,27099.2476783081,,17.3561769556414,5.94210982281648,53.031,,,25.24
SWZ,2002,15.7421883142601,25.4263856752757,58.8314260104642,39.235,4.0886479398829,1315.73634647994,27984.1602974117,,19.633460808007,12.0197154699232,52.857,,,25.771
SWZ,2003,15.5651972119313,25.4315953487987,59.0036218371085,38.872,4.53865525672528,2015.21743065251,29078.2424802068,,20.2518040228541,7.28999999999999,52.714,,,26.259
SWZ,2004,15.2300178206059,25.4888291201901,59.2815655732295,38.544,3.61711931922247,2525.5640452625,29993.4418049834,,20.0121205734345,3.44533507316614,52.595,,,26.716
SWZ,2005,15.1067235639539,25.6144783569468,59.2787980790993,38.206,5.99228289096037,2871.06877437449,31712.895701794,,21.4224754369189,4.77400404553712,52.496,,,27.221
SWZ,2006,14.902033271719,25.7453275826658,59.3526391456151,37.897,6.72880946564094,2964.95865200682,33786.1783055465,,22.7755517341853,5.30463946338728,52.412,,,27.693
SWZ,2007,14.7129931649429,25.8035699650871,59.4838466455769,37.532,4.31772144872362,3109.11097608864,35160.0489512994,,21.9704467919265,8.07608827861589,52.302,,,28.24
SWZ,2008,14.5892813278944,25.6594975295269,59.7512211425787,37.605,1.44055358727118,2946.8606613746,35049.1117359778,,26.5039066091065,12.6574601863915,52.15,,,27.891
SWZ,2009,14.4141899507623,25.5470526586383,60.0387573905994,37.698,1.43311134247756,3189.79679956637,34916.1663462267,51.4,26.300830898505,7.44823423445754,51.989,,,27.488
SWZ,2010,14.3226511712648,25.5278735041807,60.149862968031,37.919,3.82443487429767,3922.74039390733,35532.4376592442,,25.1288252366908,4.50923691774369,51.841,,,26.856
SWZ,2011,14.1438461509249,25.4159340429814,60.4402198060937,38.212,1.83973625916165,4225.06049411911,35450.1188860935,,22.6823743982996,6.10742714590251,51.711,,,26.105
SWZ,2012,13.9521136186192,25.4887162137041,60.5591701676767,38.583,4.09048190124592,4224.54789174487,36125.7577247263,,22.9827805396513,8.93964682788212,51.6,,,25.226
SWZ,2013,13.7480282759829,25.4045685575743,60.84776830052,38.851,4.09458522119226,3949.94310039907,36931.8713202941,,,5.62130623468948,51.496,,85.2034551274939,24.556
SWZ,2014,13.5480400243876,25.1274970412079,61.3241042929384,39.084,2.05738179246586,3771.07228381938,37021.886378978,,25.3036093481814,5.68134885776447,51.38,,91.6200186943398,23.931
SWZ,2015,13.45581388787,24.7548742981293,61.7896645128523,39.245,1.70425806017289,3419.82276559528,37028.0144250415,,26.7184709093898,4.95124493704919,51.254,0.27807,88.2620944023684,23.431
SWZ,2016,13.1979572489291,24.451771837438,62.3506169080554,39.518,2.94916821059911,3238.17611961364,37396.3274233881,54.6,27.7982484296625,7.8472745908568,51.135,,89.3584874439935,22.718
