iso_alpha3,year,labor_income_share_pct,working_poverty_rate,youth_unemployment_rate,youth_lfp_rate
X30,2019,53.0,0.304,7.945,37.609
X30,2020,51.7,0.458,11.776,34.131
X30,2021,50.0,0.3,10.052,33.606
X30,2022,50.8,0.298,8.391,35.558
X30,2023,51.8,0.275,8.187,35.005
X30,2024,50.9,0.28,8.068,35.493
X30,2025,51.1,0.267,8.146,35.418
X31,2000,,10.769,7.284,40.04
X31,2001,,10.409,7.386,39.59
X31,2002,,10.714,7.389,39.688
X31,2003,,10.793,7.41,39.166
X31,2004,48.1,11.348,7.17,39.398
X31,2005,49.5,10.269,7.614,39.477
X31,2006,48.8,9.765,7.562,39.101
X31,2007,48.6,9.545,7.601,38.82
X31,2008,49.4,9.452,7.352,38.741
X31,2009,50.5,9.455,7.817,37.533
X31,2010,50.2,9.75,8.071,37.395
X31,2011,50.0,9.639,8.272,37.924
X31,2012,49.0,9.722,8.377,37.888
X31,2013,49.2,9.485,8.454,37.889
X31,2014,49.0,9.334,8.048,37.779
X31,2015,48.2,9.129,8.005,38.673
X31,2016,48.2,9.034,7.859,38.98
X31,2017,48.2,8.648,7.248,38.644
X31,2018,47.9,8.572,7.039,38.797
X31,2019,48.0,8.896,7.119,39.104
X31,2020,49.6,9.585,7.975,36.221
X31,2021,47.5,9.835,8.141,38.395
X31,2022,47.7,9.884,6.97,38.569
X31,2023,48.3,10.15,6.775,39.116
X31,2024,48.0,10.53,6.777,38.966
X31,2025,48.2,10.808,6.87,39.059
X32,2000,,12.993,3.18,52.46
X32,2001,,11.754,3.217,51.043
X32,2002,,10.647,3.485,49.165
X32,2003,,10.4,3.964,49.355
X32,2004,37.1,9.355,4.305,48.44
X32,2005,36.7,9.845,3.97,49.106
X32,2006,35.6,7.847,3.84,49.339
X32,2007,35.4,7.754,3.791,49.159
X32,2008,35.3,8.006,4.011,48.636
X32,2009,36.8,8.153,5.359,47.823
X32,2010,35.5,7.104,5.253,47.778
X32,2011,34.9,6.102,5.11,47.668
X32,2012,34.5,6.145,4.741,48.496
X32,2013,36.0,5.835,4.851,47.328
X32,2014,35.2,5.732,4.843,46.858
X32,2015,35.2,4.644,4.399,46.379
X32,2016,34.4,4.024,4.079,45.922
X32,2017,34.1,3.851,3.671,45.755
X32,2018,34.5,3.781,3.669,46.037
X32,2019,35.3,3.625,3.914,46.559
X32,2020,36.7,4.089,5.45,42.916
X32,2021,37.1,3.317,4.7,46.622
X32,2022,37.7,2.81,3.974,46.19
X32,2023,38.3,2.64,3.246,46.034
X32,2024,39.5,2.572,3.186,46.255
X32,2025,39.7,2.59,3.182,46.229
X33,2000,,14.047,11.755,56.915
X33,2001,,14.247,11.147,56.424
X33,2002,,13.72,11.523,57.059
X33,2003,,12.913,11.185,56.744
X33,2004,49.3,11.29,10.361,57.218
X33,2005,49.5,10.065,9.716,57.408
X33,2006,50.1,8.651,8.889,56.779
X33,2007,49.7,7.647,8.358,56.082
X33,2008,50.7,6.627,7.756,55.629
X33,2009,53.6,6.074,8.649,55.615
X33,2010,51.8,5.127,7.819,54.076
X33,2011,52.3,4.649,7.137,52.871
X33,2012,53.7,4.119,6.847,52.677
X33,2013,54.5,3.349,6.74,51.532
X33,2014,55.8,2.897,6.498,50.576
X33,2015,54.7,3.225,7.378,50.144
X33,2016,55.1,3.824,9.047,50.081
X33,2017,54.8,4.166,9.67,50.566
X33,2018,54.4,4.17,9.569,50.601
X33,2019,54.4,4.404,9.584,50.877
X33,2020,54.0,5.764,12.189,46.29
X33,2021,52.3,4.873,10.917,49.344
X33,2022,52.7,3.645,8.043,49.885
X33,2023,53.5,3.237,7.266,48.727
X33,2024,53.1,3.166,6.815,48.601
X33,2025,53.3,3.125,6.209,48.463
X34,2000,,,4.275,60.334
X34,2001,,,4.982,59.3
X34,2002,,,5.976,58.442
X34,2003,,,6.154,57.097
X34,2004,61.8,,5.702,56.705
X34,2005,60.9,,5.258,56.305
X34,2006,60.8,,4.817,56.3
X34,2007,60.9,,4.783,55.352
X34,2008,60.8,,5.837,54.878
X34,2009,60.1,,9.17,53.113
X34,2010,59.0,,9.478,51.641
X34,2011,58.8,,8.808,51.472
X34,2012,58.8,,7.996,51.358
X34,2013,58.2,,7.35,51.516
X34,2014,58.3,,6.26,51.477
X34,2015,58.9,,5.46,51.465
X34,2016,58.6,,5.102,51.54
X34,2017,58.5,,4.578,51.838
X34,2018,58.6,,4.105,51.588
X34,2019,58.4,,3.887,52.225
X34,2020,59.3,,8.228,50.262
X34,2021,58.0,,5.588,51.769
X34,2022,56.2,,3.829,51.902
X34,2023,55.6,,3.834,52.426
X34,2024,55.7,,4.278,51.939
X34,2025,56.0,,4.496,51.951
X35,2000,,,4.275,60.334
X35,2001,,,4.982,59.3
X35,2002,,,5.976,58.442
X35,2003,,,6.154,57.097
X35,2004,61.8,,5.702,56.705
X35,2005,60.9,,5.258,56.305
X35,2006,60.8,,4.817,56.3
X35,2007,60.9,,4.783,55.352
X35,2008,60.8,,5.837,54.878
X35,2009,60.1,,9.17,53.113
X35,2010,59.0,,9.478,51.641
X35,2011,58.8,,8.808,51.472
X35,2012,58.8,,7.996,51.358
X35,2013,58.2,,7.35,51.516
X35,2014,58.3,,6.26,51.477
X35,2015,58.9,,5.46,51.465
X35,2016,58.6,,5.102,51.54
X35,2017,58.5,,4.578,51.838
X35,2018,58.6,,4.105,51.588
X35,2019,58.4,,3.887,52.225
X35,2020,59.3,,8.228,50.262
X35,2021,58.0,,5.588,51.769
X35,2022,56.2,,3.829,51.902
X35,2023,55.6,,3.834,52.426
X35,2024,55.7,,4.278,51.939
X35,2025,56.0,,4.496,51.951
X36,2000,,2.025,7.671,34.049
X36,2001,,2.158,8.334,33.489
X36,2002,,2.256,8.529,33.041
X36,2003,,2.345,8.425,32.724
X36,2004,29.6,2.406,8.286,31.958
X36,2005,27.1,2.376,8.113,31.291
X36,2006,26.1,2.402,7.914,30.741
X36,2007,26.4,2.393,7.788,30.07
X36,2008,25.1,2.482,7.951,29.572
X36,2009,31.1,2.495,7.441,28.838
X36,2010,28.4,2.345,7.493,28.771
X36,2011,25.1,3.173,7.497,28.645
X36,2012,25.4,3.245,7.975,28.303
X36,2013,26.1,3.9,8.162,28.284
X36,2014,27.3,4.39,8.352,28.479
X36,2015,33.6,5.271,8.685,27.491
X36,2016,35.0,6.334,8.77,27.635
X36,2017,34.3,6.263,9.552,27.003
X36,2018,32.5,6.234,9.556,27.019
X36,2019,33.9,6.266,9.523,26.62
X36,2020,37.4,7.641,11.17,26.289
X36,2021,33.8,7.922,10.859,26.649
X36,2022,30.5,8.037,9.989,27.217
X36,2023,34.1,8.319,9.376,27.922
X36,2024,33.9,8.763,9.54,28.007
X36,2025,33.5,9.168,9.464,28.049
X37,2000,,0.32,11.034,30.465
X37,2001,,0.326,13.466,29.36
X37,2002,,0.334,14.734,28.639
X37,2003,,0.39,13.637,29.032
X37,2004,43.4,0.188,13.642,28.561
X37,2005,43.4,0.132,13.263,28.493
X37,2006,43.4,0.1,12.946,28.517
X37,2007,43.6,0.216,12.63,28.825
X37,2008,42.8,0.1,12.906,29.009
X37,2009,43.7,0.093,12.008,29.048
X37,2010,42.8,0.1,12.23,29.137
X37,2011,43.3,0.087,11.86,29.775
X37,2012,43.4,0.076,12.141,30.184
X37,2013,43.2,0.087,12.537,30.363
X37,2014,43.1,0.066,12.424,30.762
X37,2015,43.4,0.103,13.648,31.631
X37,2016,43.6,0.116,15.015,31.715
X37,2017,44.5,0.119,16.902,31.889
X37,2018,44.2,0.08,17.338,30.389
X37,2019,44.6,0.099,16.817,30.114
X37,2020,46.0,0.087,18.69,28.584
X37,2021,44.5,0.782,19.116,28.251
X37,2022,44.6,0.933,17.594,28.192
X37,2023,45.0,1.032,17.598,29.067
X37,2024,45.6,1.513,20.148,29.651
X37,2025,45.0,1.49,19.498,29.692
X39,2000,,0.031,3.409,29.132
X39,2001,,0.029,3.456,28.752
X39,2002,,0.027,3.866,28.575
X39,2003,,0.024,4.115,28.34
X39,2004,28.3,0.022,4.313,28.003
X39,2005,25.0,0.021,4.438,27.757
X39,2006,23.6,0.019,4.451,27.801
X39,2007,23.6,0.018,4.111,26.976
X39,2008,21.1,0.017,3.713,26.792
X39,2009,28.3,0.017,3.854,25.749
X39,2010,24.8,0.018,3.956,26.503
X39,2011,21.4,0.018,4.081,27.486
X39,2012,21.5,0.019,3.965,27.693
X39,2013,22.2,0.02,3.916,28.237
X39,2014,23.4,0.021,4.051,28.681
X39,2015,30.7,0.022,3.793,28.206
X39,2016,32.5,0.023,3.732,29.512
X39,2017,32.5,0.026,3.932,28.774
X39,2018,31.0,0.028,3.848,30.39
X39,2019,32.3,0.029,3.729,29.791
X39,2020,35.1,0.029,5.463,29.814
X39,2021,32.4,0.029,4.568,31.496
X39,2022,29.5,0.031,3.987,32.843
X39,2023,32.3,0.033,3.012,35.197
X39,2024,32.2,0.035,2.77,35.65
X39,2025,31.7,0.035,2.535,35.905
X40,2000,,45.006,4.64,53.935
X40,2001,,43.255,4.94,53.5
X40,2002,,41.097,5.184,52.936
X40,2003,,38.022,5.311,52.302
X40,2004,52.7,35.337,5.258,51.862
X40,2005,52.4,32.084,5.296,51.107
X40,2006,52.0,30.511,5.181,50.127
X40,2007,51.5,28.105,5.14,49.164
X40,2008,52.9,26.636,5.21,48.028
X40,2009,53.6,24.819,5.311,47.062
X40,2010,52.4,21.702,5.108,45.991
X40,2011,52.5,19.05,5.033,44.98
X40,2012,52.6,17.056,5.104,44.201
X40,2013,52.6,12.871,5.081,43.559
X40,2014,52.9,11.255,5.026,42.71
X40,2015,52.7,9.248,5.142,42.012
X40,2016,52.8,7.799,5.071,41.231
X40,2017,52.7,6.706,5.036,40.643
X40,2018,52.9,5.658,5.006,40.224
X40,2019,53.2,4.953,4.764,39.822
X40,2020,53.9,5.244,5.511,38.417
X40,2021,53.1,4.762,4.975,38.928
X40,2022,53.2,4.352,4.506,39.676
X40,2023,52.9,3.86,4.119,39.887
X40,2024,53.2,3.406,4.106,39.894
X40,2025,53.2,3.068,4.124,39.854
X41,2000,,40.578,4.691,57.354
X41,2001,,40.096,4.722,57.226
X41,2002,,39.875,4.705,56.773
X41,2003,,39.697,4.757,56.241
X41,2004,40.5,39.389,4.73,55.969
X41,2005,40.0,38.735,4.743,55.661
X41,2006,40.8,38.715,4.759,55.411
X41,2007,40.6,38.411,4.753,55.36
X41,2008,40.4,37.81,4.734,55.157
X41,2009,40.2,37.449,4.744,54.901
X41,2010,40.3,37.035,4.727,54.694
X41,2011,40.7,36.836,4.835,54.379
X41,2012,40.1,36.366,4.905,54.018
X41,2013,40.4,36.017,4.969,53.653
X41,2014,40.5,35.787,4.965,53.267
X41,2015,40.7,35.939,5.382,52.961
X41,2016,40.1,35.632,5.824,52.587
X41,2017,40.7,36.252,6.193,52.343
X41,2018,40.8,36.901,6.123,52.108
X41,2019,40.3,36.985,6.126,51.754
X41,2020,39.9,37.856,6.43,47.097
X41,2021,39.6,39.31,6.581,49.983
X41,2022,40.5,39.502,6.967,49.89
X41,2023,39.7,39.587,6.993,49.491
X41,2024,40.0,39.907,7.003,49.111
X41,2025,40.0,40.303,6.954,48.675
X42,2000,,43.522,5.924,48.88
X42,2001,,43.511,5.983,48.704
X42,2002,,43.591,6.024,48.175
X42,2003,,41.984,6.014,47.511
X42,2004,54.7,40.385,5.981,46.913
X42,2005,53.5,38.298,5.939,46.219
X42,2006,52.1,36.018,5.868,44.886
X42,2007,51.8,33.395,5.831,43.526
X42,2008,55.3,31.712,5.882,42.314
X42,2009,56.6,29.54,5.908,41.298
X42,2010,55.2,25.055,5.691,40.131
X42,2011,54.2,23.375,5.691,39.083
X42,2012,53.7,21.589,5.974,38.141
X42,2013,53.8,19.351,5.985,37.838
X42,2014,54.7,17.201,5.878,37.086
X42,2015,53.9,14.828,6.022,36.381
X42,2016,54.6,12.589,5.893,35.452
X42,2017,55.0,10.864,5.987,34.839
X42,2018,55.6,9.509,6.008,34.275
X42,2019,55.8,8.658,5.373,33.841
X42,2020,57.3,9.407,6.546,33.304
X42,2021,57.3,8.415,5.774,33.896
X42,2022,56.9,7.337,4.445,34.548
X42,2023,56.6,6.351,3.902,34.907
X42,2024,57.2,5.457,3.945,35.115
X42,2025,57.2,4.756,3.98,35.118
X43,2000,,52.133,3.739,60.85
X43,2001,,48.88,4.211,60.08
X43,2002,,44.761,4.608,59.379
X43,2003,,40.104,4.855,58.68
X43,2004,50.3,36.196,4.83,58.331
X43,2005,50.1,31.579,4.96,57.374
X43,2006,49.9,30.274,4.83,56.725
X43,2007,49.5,27.66,4.815,56.268
X43,2008,50.5,26.109,4.9,55.286
X43,2009,51.0,24.21,4.933,54.493
X43,2010,50.4,21.612,4.726,53.606
X43,2011,50.8,17.839,4.641,52.756
X43,2012,51.3,15.392,4.577,52.409
X43,2013,51.5,9.068,4.526,51.486
X43,2014,51.6,7.558,4.524,50.634
X43,2015,51.8,5.463,4.62,50.124
X43,2016,51.6,4.362,4.581,49.663
X43,2017,51.3,3.539,4.444,49.24
X43,2018,51.1,2.526,4.392,49.016
X43,2019,51.2,1.768,4.441,48.646
X43,2020,51.5,1.682,4.864,46.005
X43,2021,50.7,1.469,4.456,46.294
X43,2022,51.0,1.414,4.702,47.285
X43,2023,50.6,1.236,4.403,47.264
X43,2024,50.7,1.031,4.341,46.914
X43,2025,50.9,0.935,4.353,46.741
X44,2000,,0.009,4.628,43.735
X44,2001,,0.009,4.881,43.532
X44,2002,,0.009,5.073,43.241
X44,2003,,0.009,5.017,42.778
X44,2004,54.4,0.009,4.592,42.604
X44,2005,54.6,0.009,4.343,42.468
X44,2006,54.9,0.009,4.071,42.023
X44,2007,54.5,0.009,3.783,41.428
X44,2008,55.0,0.009,3.841,40.697
X44,2009,55.4,0.009,4.909,39.643
X44,2010,53.7,0.009,4.763,39.367
X44,2011,54.5,0.009,4.278,39.2
X44,2012,54.4,0.009,4.133,38.896
X44,2013,54.0,0.009,4.037,39.421
X44,2014,54.1,0.009,3.81,40.13
X44,2015,53.7,0.009,3.789,40.915
X44,2016,53.8,0.009,3.667,41.896
X44,2017,53.4,0.009,3.473,41.979
X44,2018,54.1,0.009,3.265,43.46
X44,2019,55.1,0.009,3.153,44.649
X44,2020,56.0,0.009,3.692,43.833
X44,2021,54.8,0.009,3.465,44.779
X44,2022,54.9,0.009,2.976,45.6
X44,2023,54.5,0.009,2.899,45.903
X44,2024,54.6,0.009,2.912,46.004
X44,2025,54.5,0.009,2.874,46.423
X45,2000,,47.348,3.418,62.925
X45,2001,,44.524,3.912,62.281
X45,2002,,42.108,4.314,61.658
X45,2003,,37.64,4.604,60.982
X45,2004,52.7,33.639,4.476,60.324
X45,2005,52.6,29.325,4.472,59.645
X45,2006,52.6,27.337,4.363,58.899
X45,2007,52.1,25.212,4.262,58.098
X45,2008,53.0,23.881,4.474,57.252
X45,2009,53.0,21.899,4.705,56.395
X45,2010,52.1,19.549,4.529,55.578
X45,2011,52.4,15.857,4.481,54.729
X45,2012,52.6,13.918,4.484,53.989
X45,2013,52.4,6.797,4.485,53.365
X45,2014,52.3,5.291,4.474,52.765
X45,2015,52.1,3.513,4.487,52.186
X45,2016,52.1,2.714,4.4,51.7
X45,2017,51.9,2.192,4.293,51.112
X45,2018,52.1,1.336,4.127,50.725
X45,2019,52.4,0.628,4.335,50.393
X45,2020,52.9,0.647,4.762,47.581
X45,2021,52.1,0.651,4.373,48.454
X45,2022,52.7,0.693,4.682,49.743
X45,2023,52.0,0.684,4.405,49.466
X45,2024,52.0,0.689,4.332,49.192
X45,2025,52.0,0.69,4.343,49.032
X47,2000,,54.502,3.264,65.74
X47,2001,,51.173,3.803,64.932
X47,2002,,48.3,4.243,64.115
X47,2003,,43.06,4.583,63.29
X47,2004,51.4,38.407,4.493,62.456
X47,2005,51.1,33.395,4.524,61.617
X47,2006,50.7,31.08,4.434,60.77
X47,2007,50.3,28.621,4.354,59.916
X47,2008,51.4,27.082,4.591,59.051
X47,2009,51.4,24.742,4.722,58.184
X47,2010,51.1,22.017,4.533,57.315
X47,2011,51.3,17.759,4.55,56.402
X47,2012,51.7,15.532,4.579,55.661
X47,2013,51.7,7.302,4.599,54.925
X47,2014,51.6,5.565,4.63,54.215
X47,2015,51.6,3.495,4.65,53.536
X47,2016,51.5,2.58,4.564,52.874
X47,2017,51.3,1.954,4.473,52.207
X47,2018,51.2,0.934,4.312,51.551
X47,2019,51.4,0.1,4.568,50.984
X47,2020,51.7,0.1,5.003,47.851
X47,2021,50.9,0.1,4.556,48.793
X47,2022,51.6,0.1,4.982,50.17
X47,2023,51.0,0.1,4.671,49.799
X47,2024,51.1,0.1,4.591,49.442
X47,2025,51.2,0.1,4.616,49.216
X48,2000,,0.01,4.438,40.953
X48,2001,,0.01,4.693,40.582
X48,2002,,0.01,4.91,40.275
X48,2003,,0.01,4.891,39.602
X48,2004,54.0,0.01,4.475,39.292
X48,2005,54.4,0.01,4.233,38.918
X48,2006,54.8,0.01,3.968,38.209
X48,2007,54.4,0.01,3.693,37.45
X48,2008,55.2,0.011,3.76,36.457
X48,2009,55.7,0.011,4.763,35.374
X48,2010,53.8,0.011,4.668,34.948
X48,2011,54.5,0.011,4.119,34.848
X48,2012,54.5,0.011,3.929,34.489
X48,2013,54.0,0.011,3.787,35.283
X48,2014,53.8,0.011,3.487,36.004
X48,2015,53.4,0.011,3.46,36.645
X48,2016,53.6,0.011,3.352,37.888
X48,2017,53.3,0.011,3.14,37.937
X48,2018,54.4,0.011,2.95,39.558
X48,2019,55.3,0.011,2.866,40.96
X48,2020,56.3,0.011,3.303,40.359
X48,2021,55.5,0.011,3.207,40.738
X48,2022,56.1,0.011,2.831,41.285
X48,2023,55.0,0.01,2.738,41.683
X48,2024,55.0,0.01,2.715,42.032
X48,2025,54.9,0.01,2.637,42.42
X49,2000,,42.054,4.027,53.953
X49,2001,,40.062,4.138,54.192
X49,2002,,34.616,4.113,53.364
X49,2003,,31.401,4.089,52.54
X49,2004,52.3,29.509,4.288,52.886
X49,2005,52.0,26.771,4.483,51.548
X49,2006,51.9,27.541,4.315,51.426
X49,2007,51.9,24.432,4.435,51.905
X49,2008,51.9,22.4,4.114,51.365
X49,2009,52.8,20.761,3.805,51.035
X49,2010,51.6,18.12,3.354,50.156
X49,2011,52.1,16.855,3.149,50.007
X49,2012,52.2,14.395,2.892,49.977
X49,2013,52.4,14.374,2.87,49.279
X49,2014,53.0,13.314,2.814,48.795
X49,2015,52.9,11.36,3.028,48.576
X49,2016,52.6,9.635,2.955,47.751
X49,2017,52.1,8.149,2.777,46.756
X49,2018,51.8,7.141,2.798,46.704
X49,2019,51.4,6.439,2.529,46.656
X49,2020,52.1,6.682,3.127,44.504
X49,2021,50.9,6.313,3.264,43.359
X49,2022,50.3,5.794,2.67,43.655
X49,2023,51.1,5.014,2.542,43.697
X49,2024,51.1,4.261,2.548,43.374
X49,2025,51.2,3.823,2.535,43.329
X51,2000,,42.519,2.315,56.191
X51,2001,,41.664,2.488,57.598
X51,2002,,42.422,2.216,56.633
X51,2003,,36.861,2.243,55.739
X51,2004,46.5,32.703,2.214,55.367
X51,2005,46.6,30.372,2.264,54.86
X51,2006,47.0,27.531,2.334,54.273
X51,2007,46.1,24.763,2.141,53.622
X51,2008,46.0,22.319,2.149,53.549
X51,2009,47.0,18.33,2.114,54.092
X51,2010,46.7,14.905,1.798,53.316
X51,2011,47.1,14.415,1.768,53.131
X51,2012,46.8,13.163,1.76,52.043
X51,2013,46.1,11.573,1.881,52.009
X51,2014,45.7,10.242,1.916,52.017
X51,2015,45.0,8.846,1.972,51.301
X51,2016,45.6,7.374,1.947,49.58
X51,2017,46.1,6.162,1.937,47.317
X51,2018,46.3,5.405,1.476,45.869
X51,2019,45.6,4.787,1.588,45.322
X51,2020,45.6,6.169,2.017,41.862
X51,2021,45.7,6.397,2.892,40.462
X51,2022,46.2,5.687,2.077,40.828
X51,2023,46.5,4.973,1.959,39.964
X51,2024,46.4,4.497,1.928,39.743
X51,2025,46.5,4.098,1.934,39.616
X52,2000,,45.752,4.997,51.508
X52,2001,,42.768,5.077,50.783
X52,2002,,32.318,5.235,50.04
X52,2003,,30.488,5.212,49.173
X52,2004,52.1,30.056,5.646,50.115
X52,2005,52.0,26.783,6.022,47.918
X52,2006,51.9,30.376,5.711,48.123
X52,2007,52.5,26.68,6.085,49.608
X52,2008,53.0,24.762,5.503,48.606
X52,2009,54.2,24.688,4.833,47.588
X52,2010,52.6,22.377,4.291,46.526
X52,2011,53.0,20.381,3.95,46.454
X52,2012,53.4,16.739,3.47,47.378
X52,2013,54.1,17.929,3.333,46.123
X52,2014,54.9,16.977,3.188,45.141
X52,2015,55.0,14.429,3.541,45.242
X52,2016,54.7,12.353,3.449,45.167
X52,2017,54.0,10.48,3.127,45.185
X52,2018,53.9,9.185,3.536,46.256
X52,2019,52.9,8.328,2.981,46.618
X52,2020,53.9,7.737,3.63,45.549
X52,2021,52.8,6.923,3.357,44.288
X52,2022,52.1,6.491,2.99,44.429
X52,2023,52.5,5.573,2.838,45.294
X52,2024,52.5,4.535,2.85,44.971
X52,2025,52.6,4.021,2.805,44.974
X53,2000,,0.0,6.034,63.687
X53,2001,,0.0,6.241,63.892
X53,2002,,0.0,6.245,62.944
X53,2003,,0.0,5.902,63.096
X53,2004,56.6,0.0,5.408,62.934
X53,2005,56.0,0.0,5.089,63.303
X53,2006,55.6,0.0,4.758,63.409
X53,2007,54.9,0.0,4.367,62.731
X53,2008,54.2,0.0,4.351,62.404
X53,2009,54.4,0.0,5.816,60.727
X53,2010,53.5,0.0,5.343,60.688
X53,2011,54.2,0.0,5.228,59.866
X53,2012,54.1,0.0,5.342,59.538
X53,2013,54.1,0.0,5.514,58.55
X53,2014,55.2,0.0,5.697,58.946
X53,2015,55.3,0.0,5.682,60.141
X53,2016,54.4,0.0,5.465,59.746
X53,2017,53.7,0.0,5.352,59.75
X53,2018,52.7,0.0,5.03,60.352
X53,2019,54.4,0.0,4.749,60.378
X53,2020,54.8,0.0,5.855,58.569
X53,2021,51.8,0.0,4.871,61.797
X53,2022,50.5,0.0,3.756,63.34
X53,2023,52.8,0.0,3.752,62.897
X53,2024,53.3,0.0,3.956,61.866
X53,2025,53.1,0.0,4.12,62.287
X54,2000,,43.983,3.915,53.687
X54,2001,,41.862,4.023,53.924
X54,2002,,36.117,4.012,53.07
X54,2003,,32.728,4.01,52.208
X54,2004,50.2,30.737,4.25,52.576
X54,2005,50.1,27.884,4.476,51.16
X54,2006,50.1,28.721,4.308,51.021
X54,2007,50.3,25.441,4.455,51.53
X54,2008,50.7,23.292,4.116,50.963
X54,2009,51.8,21.549,3.722,50.673
X54,2010,50.4,18.779,3.256,49.787
X54,2011,50.8,17.425,3.04,49.649
X54,2012,51.1,14.82,2.76,49.651
X54,2013,51.4,14.799,2.727,48.954
X54,2014,52.0,13.696,2.657,48.463
X54,2015,51.9,11.636,2.884,48.218
X54,2016,51.8,9.816,2.823,47.366
X54,2017,51.2,8.246,2.64,46.317
X54,2018,51.1,7.163,2.675,46.242
X54,2019,50.3,6.42,2.398,46.208
X54,2020,51.2,6.641,2.974,44.032
X54,2021,50.0,6.241,3.18,42.745
X54,2022,49.5,5.703,2.611,42.964
X54,2023,50.1,4.874,2.475,43.019
X54,2024,50.0,4.075,2.461,42.712
X54,2025,50.2,3.618,2.439,42.662
X55,2000,,7.894,5.955,59.826
X55,2001,,8.141,6.139,60.082
X55,2002,,8.292,5.844,59.743
X55,2003,,8.33,5.434,59.64
X55,2004,59.9,8.274,4.931,59.452
X55,2005,59.3,7.953,4.609,59.638
X55,2006,59.0,7.725,4.429,59.731
X55,2007,58.2,7.424,4.111,59.472
X55,2008,56.4,7.389,4.079,59.329
X55,2009,56.7,7.271,5.21,58.09
X55,2010,56.7,6.793,5.006,57.248
X55,2011,57.7,6.997,5.001,56.855
X55,2012,57.1,6.978,5.146,56.187
X55,2013,56.7,7.029,5.288,55.399
X55,2014,57.5,6.692,5.463,54.985
X55,2015,57.7,6.646,5.422,55.171
X55,2016,56.4,6.575,5.133,54.724
X55,2017,56.3,6.547,5.001,54.591
X55,2018,55.6,6.785,4.789,54.833
X55,2019,57.4,6.754,4.615,54.465
X55,2020,56.7,7.341,5.548,52.73
X55,2021,55.0,7.431,4.551,54.087
X55,2022,54.7,7.226,3.591,55.666
X55,2023,56.2,7.221,3.598,55.392
X55,2024,57.4,7.199,3.901,54.716
X55,2025,56.9,7.068,4.032,54.651
X56,2000,,42.737,6.809,46.683
X56,2001,,42.84,6.88,46.271
X56,2002,,42.69,6.993,45.86
X56,2003,,41.802,6.932,45.305
X56,2004,53.3,40.685,6.857,44.75
X56,2005,52.0,38.715,6.868,44.115
X56,2006,50.6,36.66,6.774,42.683
X56,2007,49.9,34.201,6.747,41.238
X56,2008,53.8,32.819,6.802,39.828
X56,2009,55.4,31.147,6.914,38.709
X56,2010,53.9,26.673,6.796,37.565
X56,2011,53.2,24.834,6.758,36.371
X56,2012,53.1,22.985,7.086,35.589
X56,2013,53.3,20.718,7.008,35.246
X56,2014,54.4,18.543,6.885,34.42
X56,2015,54.2,16.071,7.07,33.821
X56,2016,54.6,13.773,7.001,33.165
X56,2017,55.1,11.997,7.098,32.919
X56,2018,55.6,10.597,7.212,32.541
X56,2019,56.2,9.752,6.395,32.136
X56,2020,57.5,10.344,7.585,31.801
X56,2021,57.3,9.133,6.508,32.723
X56,2022,56.7,7.958,5.163,33.382
X56,2023,56.4,6.947,4.524,33.896
X56,2024,57.1,6.018,4.571,34.133
X56,2025,57.3,5.312,4.609,34.138
X58,2000,,43.723,6.616,47.637
X58,2001,,43.884,6.659,47.197
X58,2002,,43.828,6.758,46.748
X58,2003,,43.018,6.74,46.131
X58,2004,56.3,41.935,6.706,45.504
X58,2005,54.8,39.899,6.648,44.785
X58,2006,53.0,37.753,6.559,43.335
X58,2007,52.9,35.19,6.563,41.865
X58,2008,57.1,33.692,6.633,40.475
X58,2009,58.4,31.945,6.685,39.217
X58,2010,56.8,27.264,6.498,37.996
X58,2011,55.6,25.354,6.515,36.818
X58,2012,55.1,23.462,6.862,35.91
X58,2013,55.4,21.081,6.851,35.58
X58,2014,56.5,18.754,6.719,34.73
X58,2015,55.6,16.156,6.877,34.053
X58,2016,56.3,13.743,6.723,33.284
X58,2017,56.7,11.886,6.823,32.963
X58,2018,57.4,10.408,6.945,32.564
X58,2019,57.8,9.491,6.149,32.165
X58,2020,59.7,10.09,7.449,32.06
X58,2021,59.4,8.82,6.331,32.942
X58,2022,58.9,7.672,4.912,33.634
X58,2023,58.5,6.624,4.277,34.165
X58,2024,59.2,5.645,4.33,34.431
X58,2025,59.2,4.884,4.369,34.448
X59,2000,,8.943,11.652,32.519
X59,2001,,8.129,12.319,32.874
X59,2002,,5.815,12.759,33.262
X59,2003,,3.743,11.499,33.733
X59,2004,35.6,3.086,10.281,34.277
X59,2005,35.5,2.882,11.793,34.842
X59,2006,35.3,2.822,11.504,33.246
X59,2007,31.5,2.672,10.766,31.589
X59,2008,32.7,2.728,10.629,29.063
X59,2009,35.5,2.977,12.111,29.655
X59,2010,34.7,1.977,13.663,29.063
X59,2011,36.5,0.759,12.476,26.59
X59,2012,38.0,0.36,12.256,27.506
X59,2013,36.8,0.406,10.58,26.153
X59,2014,37.7,1.202,10.658,24.858
X59,2015,42.0,1.356,11.134,25.2
X59,2016,40.3,1.277,12.57,26.546
X59,2017,40.5,1.119,12.182,27.754
X59,2018,37.7,1.329,12.139,27.383
X59,2019,38.6,2.273,10.689,26.211
X59,2020,36.6,2.494,9.652,22.475
X59,2021,35.1,1.915,9.245,21.938
X59,2022,32.5,1.186,9.04,22.445
